original_jp,original_en,translated,occurrences,containers,notes
補助魔法無効,No Support Magic,,2,container-0648.csv container-0866.csv,
クリティカル無効,Negate Critical,,2,container-0648.csv container-0866.csv,
効果ランダム,Random Effect,,2,container-0648.csv container-0866.csv,
封印石を無力化,Negate Sealstones,,2,container-0648.csv container-0866.csv,
エンカウント無効,Negate Encounters,,2,container-0648.csv container-0866.csv,
封印石効果交換,Switch Stone Effects,,2,container-0648.csv container-0866.csv,
全ステータス〓P,All Status Up,,2,container-0648.csv container-0866.csv,
光子反射,Reflect Photons +20,,2,container-0648.csv container-0866.csv,
光子反射,Reflect Photons -3,,2,container-0648.csv container-0866.csv,
ハイジャンプ,High Jump,,2,container-0648.csv container-0866.csv,
索敵力D〓W〓,Detectability Down,,2,container-0648.csv container-0866.csv,
ATK×.,ATK 120%,,2,container-0648.csv container-0866.csv,
RDM×.,RDM 120%,,2,container-0648.csv container-0866.csv,
紫炎石出現数〓P,More Purple Gems,,2,container-0648.csv container-0866.csv,
炎攻撃力〓,Fire Attack 1/2,,2,container-0648.csv container-0866.csv,
氷攻撃力〓,Ice Attack 1/2,,2,container-0648.csv container-0866.csv,
土攻撃力×.,Earth Attack 150%,,2,container-0648.csv container-0866.csv,
雷攻撃力×.,Lightning Atk 150%,,2,container-0648.csv container-0866.csv,
聖攻撃力×.,Holy Attack 150%,,2,container-0648.csv container-0866.csv,
闇攻撃力×.,Dark Attack 150%,,2,container-0648.csv container-0866.csv,
聖攻撃力〓,Holy Attack 1/2,,2,container-0648.csv container-0866.csv,
闇攻撃力〓,Dark Attack 1/2,,2,container-0648.csv container-0866.csv,
攻撃に毒を付加,Attack with Poison,,2,container-0648.csv container-0866.csv,
攻撃に沈黙を付加,Attack with Silence,,2,container-0648.csv container-0866.csv,
攻撃に混乱を付加,Attack w/ Confusion,,2,container-0648.csv container-0866.csv,
無傷時攻撃力〓P,Attack Up at Max HP,,2,container-0648.csv container-0866.csv,
〓足化,Speed Reduced,,2,container-0648.csv container-0866.csv,
射撃攻撃力×,Projectile Atk 200%,,2,container-0648.csv container-0866.csv,
回避率〓P,Evasion Up,,2,container-0648.csv container-0866.csv,
命中率〓P,Hit Rate Up,,2,container-0648.csv container-0866.csv,
回避・反撃禁止,No Evade/Counter,,2,container-0648.csv container-0866.csv,
ガード禁止,No Guarding,,2,container-0648.csv container-0866.csv,
受ダメージ〓,Received Damage 1/4,,2,container-0648.csv container-0866.csv,
時間でHP大〓減,Rapid HP Loss,,2,container-0648.csv container-0866.csv,
性別反転,Gender Switch,,2,container-0648.csv container-0866.csv,
解放LV,Free LV,Nv. Livre,2,container-0649.csv container-0650.csv,
ページ キャラ,<8099>8<8099>9Page <8099>-<8099>+Char.,,2,container-0650.csv,
傭兵,Mercenary,,2,container-0650.csv,
ディパン王女,Princess of Dipan,,2,container-0650.csv,
（外見年齢）,24 <0066>appearance<0067>,,2,container-0650.csv,
,18,,2,container-0650.csv,
,29,,2,container-0650.csv,
大陸暦年,915 C.C.,,2,container-0650.csv,
大陸暦年,772 C.C.,,2,container-0650.csv,
大陸暦年,923 C.C.,,2,container-0650.csv,
大陸暦年,556 C.C.,,2,container-0650.csv,
大陸暦年,562 C.C.,,2,container-0650.csv,
大陸暦年,553 C.C.,,2,container-0650.csv,
大陸暦年,583 C.C.,,2,container-0650.csv,
大陸暦年,658 C.C.,,2,container-0650.csv,
大陸暦年,941 C.C.,,2,container-0650.csv,
大陸暦年,577 C.C.,,2,container-0650.csv,
大陸暦年,752 C.C.,,2,container-0650.csv,
B W H,<0068>85<0069><006A>57<0069><006B>84,,2,container-0650.csv,
B W H,<0068>78<0069><006A>54<0069><006B>80,,2,container-0650.csv,
B W H,<0068>87<0069><006A>61<0069><006B>85,,2,container-0650.csv,
B W H,<0068>81<0069><006A>57<0069><006B>83,,2,container-0650.csv,
B W H,<0068>83<0069><006A>57<0069><006B>84,,2,container-0650.csv,
ターゲットタイプ,Targeting,Alvo,2,container-0651.csv,
キャンセル,Cancel,,2,container-0651.csv container-0866.csv,
封印石,Sealstone,,2,container-0651.csv container-0866.csv,
コントローラのボタンを設定します,Assign controller buttons.,,2,container-0651.csv,
MEMORY CARD差込口,MEMORY CARD slot 1,,2,container-0652.csv,
〓,<808A><999A>x^<999A>x^Spring,,2,container-0866.csv,
魔法,Magic,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
武器変更,Rearm,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
道具を使用します,Use an item.,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
魔法を使用します,Use magic.,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
武器の変更を行います,Equip other weapons.,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
<0033>封印石効果表示,<8099>RShow sealstone effect,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
<0033>封印石効果非表示,<8099>RHide sealstone effect,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
<0033>トピックス表示,<8099>RShow topics,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
<0033>トピックス非表示,<8099>RHide topics,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
PARTY EFFECT,Party effects,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
ENEMY EFFECT,Enemy effects,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
(はずす),(Remove),,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
決め技,Special attack,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
攻撃属性,Element,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
味方所有の効果,Effect on allies,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
敵所有の効果,Effect on enemies,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
なし,No effect,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
味方単体,Single ally,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
味方範囲,Allies in range,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
味方グループ,Ally group,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
味方全体(距離),All allies (radius),,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
味方全体,All allies,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
敵単体,Single enemy,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
敵範囲,Enemies in range,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
敵全体,All enemies,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
全員範囲,All in range,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
全員全体,All targets,,1,battle-menu-runtime.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
売〓,Sell,Vender,1,container-0641.csv,
         ,<8099>-                       <8099>+,,1,container-0641.csv,
×    〓,<0065><0066><0066><0066><0066>/,,1,container-0641.csv,
"ATK
MAG
HIT","ATK
MAG
HIT",,1,container-0641.csv,
"AVD
RDM
RST","AVD
RDM
RST",,1,container-0641.csv,
必要な素材,Requisites,Requisitos,1,container-0641.csv,
"選択したアイテムを〓入します
よろしいですか？","Buy selected item(s)?
",,1,container-0641.csv,
"選択したアイテムを売〓します
よろしいですか？","Sell selected item(s)?
",,1,container-0641.csv,
他に用はありますか？,Any other transactions?,Mais alguma transação?,1,container-0641.csv,
所持金：,Available:,Disponível:,1,container-0641.csv,
合計：,Subtotal:,Subtotal:,1,container-0641.csv,
"で〓入するアイテムの数を
選択してください","<8084>0Press <8099>2<8099>3 to set quantity
for purchase.<8082>",,1,container-0641.csv,
"で売〓するアイテムの数を
選択してください","<8084>0Press <8099>2<8099>3 to set quantity
for sale.<8082>",,1,container-0641.csv,
必要な素材,<8088>5Requisites,,1,container-0641.csv,
？？？？？？？？？？,??????????,,1,container-0641.csv,
ソート,<808A><999A>x^<999A>x^Sort,,1,container-0641.csv,
値段〓,Price,Preço,1,container-0641.csv,
初期状態に戻す,Default,Padrão,1,container-0641.csv,
（,(,,1,container-0641.csv,
）,),,1,container-0641.csv,
装備中,Armed,Arma,1,container-0641.csv,
装備可,Usable,Usável,1,container-0641.csv,
〓数選択 〓入 詳細切り替え ソート ページ,<8099>2<8099>3Quantity  <8099>@Buy  <8099>RMore Info  <8099>QSort  <8099>8<8099>9Page,,1,container-0641.csv,
アイテムを〓入します,Purchase items.,Comprar itens.,1,container-0641.csv,
手持ちのアイテムを売〓します,Sell items you possess.,Vender seus itens.,1,container-0641.csv,
全てのアイテムを表示します,Display all items.,Mostrar todos itens.,1,container-0641.csv,
武器を表示します,Display weapons.,Mostrar armas.,1,container-0641.csv,
防具を表示します,Display protective equipment.,Mostrar equipamento protetor.,1,container-0641.csv,
道具を表示します,Display items for consumption.,Mostrar itens consumíveis.,1,container-0641.csv,
アクセサリーを表示します,Display accessories.,Mostrar acessórios.,1,container-0641.csv,
レアアイテムを表示します,Display rare items.,Mostrar itens raros.,1,container-0641.csv,
値段〓に並び替えます,Arrange by price.,Ordem por preço.,1,container-0641.csv,
初期状態に戻します,Reset to default order.,Restaurar ordem padrão.,1,container-0641.csv,
メニュー選択,<8099>2<8099>3Select list,,1,container-0641.csv,
〓数選択 売〓 詳細切り替え ソート ページ,<8099>2<8099>3Quantity  <8099>@Sell  <8099>RMore Info  <8099>QSort  <8099>8<8099>9Page,,1,container-0641.csv,
素材を表示します,Display materials.,Mostrar materiais.,1,container-0641.csv,
"必要な素材を別のアイテムで使用しているため
これ以上〓入数を増やすことはできません","<8084>0Requisites are assigned to another item.
Purchase quantity cannot be increased.<8082>",,1,container-0641.csv,
ゾルデ,Solde,,1,container-0641.csv,
ディパン,Dipan,,1,container-0641.csv,
〓et〓の刻印,METH Seal,,1,container-0641.csv,
ミッドガルド ミッドガルド,Midgard WORLD_MAP,,1,container-0642.csv,
エンドロール（マップ） エンドロール,ENDROLL_MAP ENDROLL_MAP,Créditos,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓01,Solde SOLDE_TOWN,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓02,Solde SOLDE_PORT,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓0〓,Solde SOLDE_03,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓民家〓01,Solde SOLDE_HOUSE_01,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓宿屋,Solde SOLDE_HOTEL,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓よろず屋,Solde SOLDE_TOOL,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓船待合所,Solde SOLDE_BOAT,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓教会,Solde SOLDE_CHURCH,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓民家〓02,Solde SOLDE_HOUSE_02,,1,container-0642.csv,
港町ゾルデ 港町ゾルデ〓民家〓0〓,Solde SOLDE_HOUSE_03,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓01,Dipan DIPAN_TOWN_01,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓02,Dipan DIPAN_TOWN_02,,1,container-0642.csv,
ディパン城下町 ディパン城〓正門,Dipan DIPAN_TOWN_03,,1,container-0642.csv,
ディパン城下町 ディパン城〓裏口,Dipan DIPAN_TOWN_04,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓〓外,Dipan DIPAN_TOWN_05,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓宿屋,Dipan DIPAN_TOWN_HOTEL,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓酒場,Dipan DIPAN_TOWN_BAR,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓よろず屋,Dipan DIPAN_TOWN_TOOL,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓民家〓0〓,Dipan DIPAN_TOWN_HOUSE_04,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓教会,Dipan DIPAN_TOWN_CHURCH,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓民家〓01,Dipan DIPAN_TOWN_HOUSE_01,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓民家〓02,Dipan DIPAN_TOWN_HOUSE_02,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓民家〓0〓,Dipan DIPAN_TOWN_HOUSE_03,,1,container-0642.csv,
コリアンドル村 コリアンドル村〓01,Coriander CORIANDER_01,,1,container-0642.csv,
コリアンドル村 コリアンドル村〓02,Coriander CORIANDER_02,,1,container-0642.csv,
コリアンドル村 コリアンドル村〓宿屋,Coriander CORIANDER_HOTEL,,1,container-0642.csv,
コリアンドル村 コリアンドル村〓民家〓01,Coriander CORIANDER_HOUSE_01,,1,container-0642.csv,
コリアンドル村 コリアンドル村〓民家〓02,Coriander CORIANDER_HOUSE_02,,1,container-0642.csv,
ヴィルノア ヴィルノア〓01,Villnore VILLNORE_01,,1,container-0642.csv,
ヴィルノア ヴィルノア〓02,Villnore VILLNORE_02,,1,container-0642.csv,
ヴィルノア ヴィルノア〓宿屋,Villnore VILLNORE_HOTEL,,1,container-0642.csv,
ヴィルノア ヴィルノア〓よろず屋,Villnore VILLNORE_TOOL,,1,container-0642.csv,
ヴィルノア ヴィルノア〓民家〓01,Villnore VILLNORE_HOUSE_01,,1,container-0642.csv,
ヴィルノア ヴィルノア〓酒場,Villnore VILLNORE_BAR,,1,container-0642.csv,
ヴィルノア ヴィルノア〓民家〓0〓,Villnore VILLNORE_HOUSE_03,,1,container-0642.csv,
ヴィルノア ヴィルノア〓民家〓02,Villnore VILLNORE_HOUSE_02,,1,container-0642.csv,
カルスタッド カルスタッド〓01,Kalstad KALSTAD_01,,1,container-0642.csv,
カルスタッド カルスタッド〓02,Kalstad KALSTAD_02,,1,container-0642.csv,
カルスタッド カルスタッド〓宿屋,Kalstad KALSTAD_HOTEL,,1,container-0642.csv,
カルスタッド カルスタッド〓民家〓01,Kalstad KALSTAD_HOUSE_01,,1,container-0642.csv,
カルスタッド カルスタッド〓民家〓02,Kalstad KALSTAD_HOUSE_02,,1,container-0642.csv,
カルスタッド カルスタッド〓民家〓0〓,Kalstad KALSTAD_HOUSE_03,,1,container-0642.csv,
カルスタッド カルスタッド〓0〓,Kalstad KALSTAD_03,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓01,Crell Monferaigne CLERMON_01,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓02,Crell Monferaigne CLERMON_02,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓0〓,Crell Monferaigne CLERMON_03,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓0〓,Crell Monferaigne CLERMON_04,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓酒場,Crell Monferaigne CLERMON_BAR,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓よろず屋,Crell Monferaigne CLERMON_TOOL,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓民家〓0〓,Crell Monferaigne CLERMON_HOUSE_04,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓宿屋,Crell Monferaigne CLERMON_HOTEL,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓民家〓01,Crell Monferaigne CLERMON_HOUSE_01,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓民家〓02,Crell Monferaigne CLERMON_HOUSE_02,,1,container-0642.csv,
クレルモンフェラン クレルモンフェラン〓民家〓0〓,Crell Monferaigne CLERMON_HOUSE_03,,1,container-0642.csv,
ディパン城下町 ディパン城〓裏口,Dipan DIPAN_TOWN2_01,,1,container-0642.csv,
ディパン城下町 ディパン城下町〓〓外,Dipan DIPAN_TOWN2_02,,1,container-0642.csv,
王家の地下道 王家の地下道〓01,Royal Underground Path UNDERGROUND_01,,1,container-0642.csv,
王家の地下道 王家の地下道〓02,Royal Underground Path UNDERGROUND_02,,1,container-0642.csv,
王家の地下道 王家の地下道〓0〓,Royal Underground Path UNDERGROUND_03,,1,container-0642.csv,
王家の地下道 王家の地下道〓0〓,Royal Underground Path UNDERGROUND_04,,1,container-0642.csv,
王家の地下道 王家の地下道〓05,Royal Underground Path UNDERGROUND_05,,1,container-0642.csv,
王家の地下道 王家の地下道〓0〓,Royal Underground Path UNDERGROUND_06,,1,container-0642.csv,
王家の地下道 王家の地下道〓0〓,Royal Underground Path UNDERGROUND_07,,1,container-0642.csv,
王家の地下道 王家の地下道〓08,Royal Underground Path UNDERGROUND_08,,1,container-0642.csv,
王家の地下道 王家の地下道〓09,Royal Underground Path UNDERGROUND_09,,1,container-0642.csv,
王家の地下道 王家の地下道〓10,Royal Underground Path UNDERGROUND_10,,1,container-0642.csv,
王家の地下道 王家の地下道〓11,Royal Underground Path UNDERGROUND_11,,1,container-0642.csv,
王家の地下道 王家の地下道〓12,Royal Underground Path UNDERGROUND_12,,1,container-0642.csv,
王家の地下道 王家の地下道〓1〓,Royal Underground Path UNDERGROUND_13,,1,container-0642.csv,
王家の地下道 王家の地下道〓1〓,Royal Underground Path UNDERGROUND_14,,1,container-0642.csv,
王家の地下道 王家の地下道〓15,Royal Underground Path UNDERGROUND_15,,1,container-0642.csv,
王家の地下道 王家の地下道〓1〓,Royal Underground Path UNDERGROUND_16,,1,container-0642.csv,
王家の地下道 王家の地下道〓1〓,Royal Underground Path UNDERGROUND_17,,1,container-0642.csv,
王家の地下道 王家の地下道〓18,Royal Underground Path UNDERGROUND_18,,1,container-0642.csv,
王家の地下道 王家の地下道〓19,Royal Underground Path UNDERGROUND_19,,1,container-0642.csv,
喪失の森 喪失の森〓01,Lost Forest FOREST_S_01,,1,container-0642.csv,
喪失の森 喪失の森〓02,Lost Forest FOREST_S_02,,1,container-0642.csv,
喪失の森 喪失の森〓0〓,Lost Forest FOREST_S_03,,1,container-0642.csv,
喪失の森 喪失の森〓0〓,Lost Forest FOREST_S_04,,1,container-0642.csv,
喪失の森 喪失の森（昼）〓01,Lost Forest FOREST_SB_01,,1,container-0642.csv,
喪失の森 喪失の森（昼）〓02,Lost Forest FOREST_SB_02,,1,container-0642.csv,
喪失の森 喪失の森（昼）〓0〓,Lost Forest FOREST_SB_03,,1,container-0642.csv,
喪失の森 喪失の森（昼）〓0〓,Lost Forest FOREST_SB_04,,1,container-0642.csv,
ディパン城 ディパン城〓01,Dipan Castle DIPAN_C_01,,1,container-0642.csv,
ディパン城 ディパン城〓02,Dipan Castle DIPAN_C_02,,1,container-0642.csv,
ディパン城 ディパン城〓0〓,Dipan Castle DIPAN_C_03,,1,container-0642.csv,
ディパン城 ディパン城〓05,Dipan Castle DIPAN_C_05,,1,container-0642.csv,
ディパン城 ディパン城〓0〓,Dipan Castle DIPAN_C_06,,1,container-0642.csv,
ディパン城 ディパン城〓0〓,Dipan Castle DIPAN_C_07,,1,container-0642.csv,
ディパン城 ディパン城〓08,Dipan Castle DIPAN_C_08,,1,container-0642.csv,
ディパン城 ディパン城〓09,Dipan Castle DIPAN_C_09,,1,container-0642.csv,
ディパン城 ディパン城〓10,Dipan Castle DIPAN_C_10,,1,container-0642.csv,
ディパン城 ディパン城〓11,Dipan Castle DIPAN_C_11,,1,container-0642.csv,
ディパン城 ディパン城〓12,Dipan Castle DIPAN_C_12,,1,container-0642.csv,
ディパン城 ディパン城〓1〓,Dipan Castle DIPAN_C_13,,1,container-0642.csv,
ディパン城 ディパン城〓1〓,Dipan Castle DIPAN_C_14,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓02,Serdberg Mountain Ruins RUINS1_02,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓0〓,Serdberg Mountain Ruins RUINS1_03,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓0〓,Serdberg Mountain Ruins RUINS1_04,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓05,Serdberg Mountain Ruins RUINS1_05,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓0〓,Serdberg Mountain Ruins RUINS1_06,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓0〓,Serdberg Mountain Ruins RUINS1_07,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓08,Serdberg Mountain Ruins RUINS1_08,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓09,Serdberg Mountain Ruins RUINS1_09,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓10,Serdberg Mountain Ruins RUINS1_10,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓11,Serdberg Mountain Ruins RUINS1_11,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓12,Serdberg Mountain Ruins RUINS1_12,,1,container-0642.csv,
セルドベルグ山岳遺跡 セルドベルグ山岳遺跡〓1〓,Serdberg Mountain Ruins RUINS1_13,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓01,Audoula Temple on the Lake RUINS2_01,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓02,Audoula Temple on the Lake RUINS2_02,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓0〓,Audoula Temple on the Lake RUINS2_03,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓0〓,Audoula Temple on the Lake RUINS2_04,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓05,Audoula Temple on the Lake RUINS2_05,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓0〓,Audoula Temple on the Lake RUINS2_06,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓0〓,Audoula Temple on the Lake RUINS2_07,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓08,Audoula Temple on the Lake RUINS2_08,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓09,Audoula Temple on the Lake RUINS2_09,,1,container-0642.csv,
アウドゥーラ水上神殿 アウドゥーラ水上神殿〓10,Audoula Temple on the Lake RUINS2_10,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓01,Surts Volcano Caverns RUINS3_01,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓02,Surts Volcano Caverns RUINS3_02,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓0〓,Surts Volcano Caverns RUINS3_03,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓0〓a（溶岩）,Surts Volcano Caverns RUINS3_04a,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓05,Surts Volcano Caverns RUINS3_05,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓0〓,Surts Volcano Caverns RUINS3_06,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓0〓,Surts Volcano Caverns RUINS3_07,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓08,Surts Volcano Caverns RUINS3_08,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓09,Surts Volcano Caverns RUINS3_09,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓10,Surts Volcano Caverns RUINS3_10,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓11,Surts Volcano Caverns RUINS3_11,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓12,Surts Volcano Caverns RUINS3_12,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓1〓,Surts Volcano Caverns RUINS3_13,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓1〓,Surts Volcano Caverns RUINS3_14,,1,container-0642.csv,
スルス火山洞窟 スルス火山洞窟〓15,Surts Volcano Caverns RUINS3_15,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓01,Crawsus Forest Ruins RUINS4_01,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓02,Crawsus Forest Ruins RUINS4_02,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓0〓,Crawsus Forest Ruins RUINS4_03,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓0〓,Crawsus Forest Ruins RUINS4_04,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓05,Crawsus Forest Ruins RUINS4_05,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓0〓,Crawsus Forest Ruins RUINS4_06,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓0〓,Crawsus Forest Ruins RUINS4_07,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓08,Crawsus Forest Ruins RUINS4_08,,1,container-0642.csv,
