original_jp,original_en,translated,occurrences,containers,notes
その他のアイテムを確認します,Check other items.,Ver outros itens.,1,container-0644.csv,
貴重品を確認します,Check precious items.,Ver itens preciosos.,1,container-0644.csv,
物理耐性〓に並び替えます,Arrange by physical threshold.,,1,container-0644.csv,
ソート ページ,<8099>QSort <8099>8<8099>9Page,,1,container-0644.csv,
使う ソート ページ,<8099>@Use <8099>QSort <8099>8<8099>9Page,,1,container-0644.csv,
使う ページ,<8099>@Use <8099>8<8099>9Page,,1,container-0644.csv,
使う,<8099>@Use,,1,container-0644.csv,
陽光の石,Sunlight Stone,,1,container-0644.csv,
輪光の石,Halo Stone,,1,container-0644.csv,
彩〓の石,Painted Cloud Stone,,1,container-0644.csv,
裏月の石,Dark Moon Stone,,1,container-0644.csv,
紅炎の石,Crimson Flame Stone,,1,container-0644.csv,
ミュリンの指輪,Ring of Mylinn,,1,container-0644.csv,
ドラゴンオーブ,Dragon Orb,,1,container-0644.csv,
グールパウダー,Ghoul Powder,,1,container-0644.csv,
陽月の石,Sun and Moon Stone,,1,container-0644.csv,
日食の石,Eclipse Stone,,1,container-0644.csv,
アドヴァンスフューリアス,Advanced Fury,,1,container-0644.csv,
預言書,First Oracle,,1,container-0644.csv,
預言書,Second Oracle,,1,container-0644.csv,
預言書,Third Oracle,,1,container-0644.csv,
預言書,Fourth Oracle,,1,container-0644.csv,
預言書,Fifth Oracle,,1,container-0644.csv,
預言書,Sixth Oracle,,1,container-0644.csv,
預言書,Seventh Oracle,,1,container-0644.csv,
預言書,Eighth Oracle,,1,container-0644.csv,
預言書,Ninth Oracle,,1,container-0644.csv,
水鏡,Water Mirror,,1,container-0644.csv,
鉱山の鍵,Key to the Mines,,1,container-0644.csv,
"ルーファスがオーディンから装着を強いられていた指輪。
全ての力に対して〓制する〓きを持つ。",The ring Odin forced Rufus to wear. It suppresses all power.,,1,container-0644.csv,
四宝の一つで、ミッドガルドを守護するもの。,One of the Four Treasures. It protects Midgard.,,1,container-0644.csv,
生きている人間を強制的にグールへと変〓させる薬。,A medicine that transforms living humans into ghouls.,,1,container-0644.csv,
攻撃回数制〓以上の攻撃を可能にする。,Grants bearer a greater number of attacks than normally possible.,,1,container-0644.csv,
"シルメリアが通常攻撃「リベリオントゥルース」を習得
できる技能書。",Text that teaches Silmeria the normal attack Rebellious Truth.,,1,container-0644.csv,
"ブラムスが通常攻撃「ブラッドレイン」を習得できる
技能書。",Text that teaches Brahms the normal attack Blood Rain.,,1,container-0644.csv,
"ルーファスが通常攻撃「サンダーブレイク」を習得できる
技能書。",Text that teaches Rufus the normal attack Thunder Break.,,1,container-0644.csv,
"アリューゼが通常攻撃「デッドエンド」を習得できる
技能書。",Text that teaches Arngrim the normal attack Dead End.,,1,container-0644.csv,
"ディランが通常攻撃「ディスメンバーレギオン」を習得
できる技能書。",Text that teaches Dylan the normal attack Dismembering Legion.,,1,container-0644.csv,
"軽戦士が通常攻撃「セカンドルーイン」を習得できる
技能書。",Text that teaches light warriors the normal attack Second Ruin.,,1,container-0644.csv,
"アーリィが通常攻撃「アドヴァンスフューリアス」を習得できる
技能書。",Text that teaches Hrist the normal attack Advanced Fury.,,1,container-0644.csv,
レナスが通常攻撃「コードブレイク」を習得できる技能書。,Text that teaches Lenneth the normal attack Code Break.,,1,container-0644.csv,
"アリーシャとヴァルキリーが通常攻撃「スカイハイエッジ」
を習得できる技能書。","Text that teaches Alicia and Valkyrie the normal attack Sky-high
Edge.",,1,container-0644.csv,
重戦士が通常攻撃「ソニックエッジ」を習得できる技術書。,Text that teaches heavy warriors the normal attack Sonic Edge.,,1,container-0644.csv,
"弓闘士が通常攻撃「バスターシュート」を習得できる
技術書。",Text that teaches archers the normal attack Smashing Shot.,,1,container-0644.csv,
"周回を重ねれば重ねるほど敵は強くなっていきます。
〓〓れ。","The more you circle round and round, the more powerful the foe
becomes. Be strong.",,1,container-0644.csv,
とりあえずオーディンがいないと平和だよね。,"Peace would come, if only Odin weren't around.",,1,container-0644.csv,
"誰かが〓き回さないとラグナロクは起きないだろうし。
でも…。","If no one stirred up trouble, Ragnarok would never come.
Nevertheless...",,1,container-0644.csv,
ルーファスとフレイが仲良くできるのかな〓…。,Can Rufus and Freya ever be friends...?,,1,container-0644.csv,
転生したブラムスは不死者に付け狙われるだろうし〓。,Brahms's transfer draws unwanted attention from the undead.,,1,container-0644.csv,
"別にあのオーディンが居なくても
レザードは悪い魔導師になるよね〓…。","With or without Odin, Lezard would still become an evil wizard.",,1,container-0644.csv,
"シルメリアたち姉妹は何にも変わってない。
“王呼の秘法”で呼ばれたら出てきます。","Silmeria and her sisters have not changed. The Sovereign's Rite
will summon them as always.",,1,container-0644.csv,
"スルトやヘルも変わらないかな。
ロキは〓…彼があの行動をとった理〓次第。","I don't think Surt and Hel would change. The mystery is Loki...and
why he did what he did.",,1,container-0644.csv,
"本当によくやりますね。
負けました。 あと一周で、例のブツが…。",You are strong. I lose. Give it another round; your prize awaits.,,1,container-0644.csv,
"ヴァルハラ宮殿にあった水鏡の破片。
世界のあらゆる場所へと移動できる。","A shard of the water mirror from the Hall of Valhalla. With it, you
can travel to any place in the world.",,1,container-0644.csv,
トゥルゲン鉱山の奥の扉を開く鍵。,The key to the door that lies within Turgen Mine.,,1,container-0644.csv,
頭装備,Helmet,Elmo,1,container-0645.csv,
〓装備,Cuirass,Peitoral,1,container-0645.csv,
腕装備,Armwear,Braçad.,1,container-0645.csv,
足装備,Legwear,Grevas,1,container-0645.csv,
スキルが発生〓,Skill formed!,Hab. formada!,1,container-0645.csv,
スキルが消滅,Skill destroyed.,Hab. destruída.,1,container-0645.csv,
武器を変更します,Change weapon.,,1,container-0645.csv,
頭装備を変更します,Change helmet.,,1,container-0645.csv,
〓装備を変更します,Change cuirass.,,1,container-0645.csv,
腕装備を変更します,Change armwear.,,1,container-0645.csv,
足装備を変更します,Change legwear.,,1,container-0645.csv,
アクセサリーを変更します,Change accessories.,,1,container-0645.csv,
未習得のスキルを確認します,Check unlearned skills.,,1,container-0645.csv,
装備についての説明を表示します,Display equipment explanation.,,1,container-0645.csv,
スキル キャラ 説明,"<8099>RSkill <8099>-<8099>+Char. <8099>""Expl.",,1,container-0645.csv,
ソート スキル ページ,<8099>QSort <8099>RSkill <8099>8<8099>9Page,,1,container-0645.csv,
ページ切り替え,<8099>2<8099>3Switch Page,,1,container-0645.csv,
.  ステータスの見方について,1. Viewing Status,,1,container-0645.csv,
.  装備品の種類について,2. Equipment Types,,1,container-0645.csv,
.  リンクについて,3. Links,,1,container-0645.csv,
.  ルーンについて,4. Runes,,1,container-0645.csv,
.  スキルの覚え方について,5. Learning Skills,,1,container-0645.csv,
"画面右上に表示されている数字が
ステータスです。
キャラクターの能力を表しています。","The status numbers displayed on the upper-right
indicate character capabilities.",,1,container-0645.csv,
"装備は、武器、頭、体、腕、足、
アクセサリー〓所の計〓所に、
それ〓れ対応する装備品を
セットする事ができます。","Set equipment for 9 places: weapon, head, body,
arms, legs, and 4 additional places.",,1,container-0645.csv,
"装備品には、片手剣、両手剣といった種類の
他に、それ〓れ『色属性』があります。
『色属性』は赤、青、緑、無色の計種類です。","In addition to one- and two-handed types, there are
4 color types of equipment: red, blue, green,
and colorless.",,1,container-0645.csv,
"同じ色の装備品が隣り合うと、
右側の装備品の枠が光ります。
これを『リンク』といいます。","Equip items of the same color adjacently and
the boxes flash.

This is called a link.",,1,container-0645.csv,
"装備品の中には、リンクしている状態になると
『効果』が強化されるものがあります。","When linked, effects of the equipment are
enhanced.",,1,container-0645.csv,
"リンクしている装備品の数が増えるほど、
強化される〓合も増加します。","The more equipment linked, the stronger
the enhancement.",,1,container-0645.csv,
"装備品を同色で〓えれば、装備品の効果を
より強化する事が可能です。","Gather like-colored equipment for greater
enhanced effects.",,1,container-0645.csv,
"装備品は、色属性の他に
『ルーン』という属性も持ちます。
ルーンは、スキルを発生させるのに
重要な役〓を果たします。","Besides color type, equipment also has a rune
attribute.

Runes are responsible for forming skills.",,1,container-0645.csv,
"ルーン属性が存在するのは、
赤、青、緑の装備品です。
無色の装備品には存在しません。","Rune attributes are present in red, green, and
blue equipment, but not colorless equipment.",,1,container-0645.csv,
"『スキル』とは、戦闘で使用する事ができる
特殊能力です。
攻撃時に能力を発揮する『アタックスキル』
防御時に能力を発揮する『ディフェンススキル』
など、種類が存在します。","A skill is a special ability you can use in battle.

Use attack skills for offense, defense skills for
defense, etc. There are 5 types in all.",,1,container-0645.csv,
"リンクしている装備品の中に、
特定の組み合わせのルーンが存在すると、
ルーンが光る事があります。
これがスキルの発生です。","Combining certain runes through linked
equipment causes the runes to shine.

This forms a skill.",,1,container-0645.csv,
"スキルが発生すると、
画面に発生したスキル名が表示されます。","When a skill is formed, its name appears on
the screen.",,1,container-0645.csv,
"スキルは発生しただけでは使用できません。
スキルが発生した状態は、
使用方法を知識として得たという段階です。","Just forming a skill doesn't mean you can use it.
Forming a skill is like discovering it.",,1,container-0645.csv,
"スキルの発生に必要なルーンの組み合わせは、
で確認できます。","Check the combination of runes needed to form
skills with <8099>R.",,1,container-0645.csv,
"「？」表示は、スキルを覚えるのに必要な
ルーンが〓っていないという事を示しています。
「？」は、そのルーンを持つ装備品を誰かが
装備すると、表示されるようになります。","If a needed rune isn't in your equipment, a ""?"" is
shown.",,1,container-0645.csv,
"スキルが発生した状態で戦闘に勝利すると
スキルの習得率が上昇します。","Winning battles with skills formed increases
acquisition %.",,1,container-0645.csv,
"習得率がになると、スキルを習得した
事になり、戦闘での使用が可能になります。
習得したスキルは、スキル画面でセットすると
使用できるようになります。","When the acquisition % reaches 100, you acquire
the skill.

Set it with the skill screen to use it in battle.",,1,container-0645.csv,
〓体のルーン〓,Body Rune,,1,container-0645.csv,
〓頭のルーン〓,Head Rune,,1,container-0645.csv,
〓腕のルーン〓,Arm Rune,,1,container-0645.csv,
〓脚のルーン〓,Leg Rune,,1,container-0645.csv,
〓斬撃のルーン〓,Slashing Rune,,1,container-0645.csv,
〓穿孔のルーン〓,Piercing Rune,,1,container-0645.csv,
〓殴打のルーン〓,Bludgeon Rune,,1,container-0645.csv,
〓発揮のルーン〓,Activation Rune,,1,container-0645.csv,
〓治癒のルーン〓,Healing Rune,,1,container-0645.csv,
〓強化のルーン〓,Strengthening Rune,,1,container-0645.csv,
〓弱体のルーン〓,Weakness Rune,,1,container-0645.csv,
〓反抗のルーン〓,Resistance Rune,,1,container-0645.csv,
〓錬成のルーン〓,Training Rune,,1,container-0645.csv,
〓創造のルーン〓,Creation Rune,,1,container-0645.csv,
〓炎のルーン〓,Fire Rune,,1,container-0645.csv,
〓氷のルーン〓,Ice Rune,,1,container-0645.csv,
〓土のルーン〓,Earth Rune,,1,container-0645.csv,
〓雷のルーン〓,Lightning Rune,,1,container-0645.csv,
〓聖のルーン〓,Holy Rune,,1,container-0645.csv,
〓闇のルーン〓,Darkness Rune,,1,container-0645.csv,
CAPACITY POINT,Capacity Points,Pontos de Cap.,1,container-0646.csv,
MAX,Max,Máx,1,container-0646.csv,
TOTAL,Total,Total,1,container-0646.csv,
スキル,Skill,Hab.,1,container-0646.csv,
CP,CP,,1,container-0646.csv,
,1,,1,container-0646.csv,
,2,,1,container-0646.csv,
,3,,1,container-0646.csv,
,4,,1,container-0646.csv,
,5,,1,container-0646.csv,
,6,,1,container-0646.csv,
アクシヨンスキル,Action Skill,Ação,1,container-0646.csv,
スキルをセットします,Set a skill.,Definir hab.,1,container-0646.csv,
決め技,Special Attack,Atq. Especial,1,container-0647.csv,
大魔法,Great Magic,Magia Sup.,1,container-0647.csv,
不可,No,N.,1,container-0647.csv,
通常攻撃技,Normal Attacks,Ataques Normais,1,container-0647.csv,
通常攻撃魔法,Attack Spells,Feitiços,1,container-0647.csv,
1ST,1ST,1.,1,container-0647.csv,
2ND,2ND,2.,1,container-0647.csv,
3RD,3RD,3.,1,container-0647.csv,
SET,SET,DEF,1,container-0647.csv,
攻撃技,Attacks,Ataques,1,container-0647.csv,
通常攻撃技をセットします,Set character's normal attack.,Definir ataque normal.,1,container-0647.csv,
スクランブルアタックをセットします,Set character's scramble attack.,Definir ataque caótico.,1,container-0647.csv,
通常攻撃魔法をセットします,Set character's spell.,Definir feitiço.,1,container-0647.csv,
セットされている攻撃技を入れ替えます,Reorder set attacks.,Reordenar ataques.,1,container-0647.csv,
入れ替え キャラ,<8099>RReorder <8099>-<8099>+Char.,,1,container-0647.csv,
決定 戻る,<8099>@<8099>ROK <8099>ABack,,1,container-0647.csv,
ニーベルン・ヴァレスティ,Nibelung Valesti,,1,container-0647.csv,
バイオレントレイジ,Violent Rage,,1,container-0647.csv,
アスタニッシュグリッツ,Blinding Blaze,,1,container-0647.csv,
ファイナリティブラスト,Final Blast,,1,container-0647.csv,
ブラッディカリス,Bloody Curse,,1,container-0647.csv,
デスペアーフライト,Desperate Horror,,1,container-0647.csv,
グリムマリス,Grim Malice,,1,container-0647.csv,
スピリチュアルランサー,Spiritual Lancer,,1,container-0647.csv,
エーテルストライク,Ether Strike,,1,container-0647.csv,
グランドトリガー,Animate Earth,,1,container-0647.csv,
タイダルウェイブ,Tidal Wave,,1,container-0647.csv,
プリシードグラビティ,Gravity Blessing,,1,container-0647.csv,
グローディハーム,Maleficent Harm,,1,container-0647.csv,
メテオスウォーム,Meteor Swarm,,1,container-0647.csv,
ペイルフレアー,Pale Flare,,1,container-0647.csv,
ファントムデストラクシヨン,Phantom Destruction,,1,container-0647.csv,
ソウルエボケーシヨン,Soul Evocation,,1,container-0647.csv,
ウィーリングリッパー,Whirling Ripper,,1,container-0647.csv,
クランブルガスト,Pulverizing Storm,,1,container-0647.csv,
サプライズホーン,Sublime Horn,,1,container-0647.csv,
なし,Cost,,1,container-0648.csv,
.封印石について,1. Sealstones,,1,container-0648.csv,
.効果の対〓,2. Effect Subjects,,1,container-0648.csv,
.エリア効果（台座と殻）,3. Area Effects,,1,container-0648.csv,
.加護無しの間,4. Divinity Void,,1,container-0648.csv,
.〓と返還,5. Springs and Restoration,,1,container-0648.csv,
.メニュー,6. Camp Menu,,1,container-0648.csv,
？？？？？？？？,????????,,1,container-0648.csv,
原産地〓,Origin,,1,container-0648.csv,
入手封印石,Acquired,,1,container-0648.csv,
返還済み,Restored,,1,container-0648.csv,
,---,,1,container-0648.csv,
所持している封印石を確認します,Check sealstones currently held.,,1,container-0648.csv,
封印石の一覧を表示します,View sealstone list.,,1,container-0648.csv,
封印石の説明を表示します,View sealstone explanation.,,1,container-0648.csv,
詳細 ページ切り替え,<8099>RInfo<0065><8099>8<8099>9Switch page,,1,container-0648.csv,
詳細,<8099>RInfo,,1,container-0648.csv,
ページ切り替え,<8099>2<8099>3Switch page,,1,container-0648.csv,
詳細 ソート ページ,<8099>R<8099>@Info  <8099>QSort  <8099>8<8099>9Page,,1,container-0648.csv,
原産地別に並び替えます,Arrange by origin.,,1,container-0648.csv,
種類別に並び替えます,Arrange by type.,,1,container-0648.csv,
入手した事のある封印石を先頭に移動します,Place acquired sealstones at top.,,1,container-0648.csv,
返還した事のある封印石を先頭に移動します,Place restored sealstones at top.,,1,container-0648.csv,
"封印石とは、ユグドラシルの地脈から
にじみ出る力が〓縮されたものであり、
所有者の能力に影響を与える石です。","<8088>1Sealstones<8089> are concentrated energy that
seeps from Yggdrasil's earth veins.
They affect their holders' abilities.",,1,container-0648.csv,
"プレイヤーが封印石を所持している場合
は、パーティー全体に影響を与えます。","When a character holds a sealstone,
it affects the entire party.",,1,container-0648.csv,
"封印石は特別な場所以外には置く事が
できません。","Sealstones can only be placed at certain
locations.",,1,container-0648.csv,
"封印石をマップに置く事ができるのは、
ダンジヨン内の地脈の〓目である
『台座』と、封印石の『殻』のみです。","Sealstones may be placed on a <8088>1dais<8089> where
the veins cross, in a <8088>1spring<8089> where the veins
open, or in a sealstone <8088>1shell<8089>.",,1,container-0648.csv,
"身に着けた封印石は『殻』『台座』と
地脈の裂け目である『〓』以外では
外す事はできません。（〓の用法は
「.〓と返還」をご覧下さい。） ","Once taken, sealstones can only be
removed at a <8088>1dais<8089>, <8088>1shell<8089> or <8088>1spring<8089>.",,1,container-0648.csv,
"プレイヤーパーティーが所持している
場合、その効果はプレイヤーパーティー
全体に対して作用します。","When the player party holds a sealstone,
<8088>1the entire player party is subject<8089> to
the effects.",,1,container-0648.csv,
"台座に封印石が置かれている場合、
その封印石は周辺の全ての敵に対して
効果を与えます。
これを『エリア効果』と呼びます。","When a sealstone is placed upon a dais,
<8088>1all the surrounding enemies are subject<8089> to
the effects. This is referred to as an
<8088>1Area Effect<8089>.",,1,container-0648.csv,
"エリア効果が発生している〓画に入ると
〓告アイコンが表示されます。","When you enter a zone with Area Effects
active, a warning icon appears.",,1,container-0648.csv,
"敵が所持している場合は、その敵に
対して作用します。","When an enemy holds a sealstone, that
enemy is affected.",,1,container-0648.csv,
"封印石を持った敵がいる〓画に立ち入る
と、〓告アイコンが表示されます。
（〓告アイコンはでいつでも表示可能
です。）","When entering a zone in which an enemy
has a sealstone, a warning icon appears.
Warning icons can be viewed anytime by
pressing <8099>O.",,1,container-0648.csv,
"封印石を所持した敵と戦闘する場合、
封印石は敵パーティー全員に対して
作用します。
","When fighting enemies holding sealstones,
<8088>1the entire enemy party is subject<8089> to
the effects.",,1,container-0648.csv,
"封印石を所持する敵との戦闘に勝利
すれば、封印石はその場に残り、入手
可能となります。","If victorious against enemies holding
sealstones, the sealstones will remain
there for the party to acquire.",,1,container-0648.csv,
"封印石が台座に置かれた場合、台座は
地脈に通じているため、そのエリア効果
は、地脈を通じてマップ全体に影響を
与えます。","Since a dais is located on earth veins,
the Area Effects will travel throughout
the veins to affect the entire map when
a sealstone is placed on a dais.",,1,container-0648.csv,
"ただし、地脈が途切れたり地脈を遮ったり
するものがあると、エリア効果はそこで
途切れてしまいます。","However, at points where veins end or
are interrupted, the Area Effects will
cease there.",,1,container-0648.csv,
"全体マップでは、エリア効果が及ぶ範囲
を確認する事ができます。
（エリア効果が及ぶ範囲は赤色で表示
されます。）","You can check the range of Area Effects
on the overall map.
The range of an Area Effect will appear
in red.",,1,container-0648.csv,
"二つの台座に封印石が置かれている
場合は、両方の効果が同時に発生
します。","When there are two sealstones on a dais,
the effects of both will be active
simultaneously.",,1,container-0648.csv,
"封印石が置かれていない台座があると、
エリア効果はそこで途切れてしまいます。","When there are no sealstones on a dais,
Area Effects will cease there.",,1,container-0648.csv,
"殻は、封印石を置く事はできますが、
エリア効果は発生しません。","When you place a sealstone on a shell,
its area effect is not activated.",,1,container-0648.csv,
"『加護無しの間』というユグドラシルの
地脈の枯れ果てた場所が存在します。
加護無しの間では、封印石は効果を
失い、所有していても影響を受けません。","A <8088>1Divinity Void<8089> is where the earth veins
of Yggdrasil have withered and died.
In a <8088>1Divinity Void<8089>, sealstones held have
no effect.",,1,container-0648.csv,
"また、加護無しの間はエリア効果を
遮ります。","Moreover, a Divinity Void interrupts
Area Effects as well.",,1,container-0648.csv,
"封印石は、ダンジヨンを出ると元の位置
に戻ります。〓本的に外に持ち出す事
はできません。","When leaving a dungeon, sealstones are
returned to their original location.
Generally, they cannot be taken outside.",,1,container-0648.csv,
"ダンジヨンには『〓』と呼ばれる地脈
に通じている場所があります。〓では、
封印石を投げ込んでユグドラシルの
地脈に戻す事が可能です。","There are places called <8088>1springs<8089> that the
veins run through in dungeons. Throwing 
a sealstone into a spring will return it to
Yggdrasil's earth veins.",,1,container-0648.csv,
"ユグドラシルの地脈に封印石を戻す事を
『返還』と呼びます。
封印石を返還するには、魔晶石を消費
します。","Returning sealstones to the earth veins of
Yggdrasil is called <8088>1restoration<8089>.
Restoration of sealstones consumes
<8088>1magic crystals<8089>.",,1,container-0648.csv,
"一度地脈に返還した封印石は、
引き出し残数の〓す〓り
〓から出し入れが可能です。
魔晶石を消費する事はありません。","Sealstones can be again withdrawn from
<8088>1springs<8089> after restoration.
Magic crystals are not required when
withdrawing sealstones from a spring.",,1,container-0648.csv,
