resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
866,186,codepage,3429,115,"Activated in battle. Subject's
physical attack becomes fire attack.
Absorbs fire, but loses all ice
resistance.","戦闘時に効果発生。効果対〓者の
物理攻撃を炎属性に変換する。
また、炎攻撃吸収を得る代わりに
氷耐性を失う。",,primary
866,187,codepage,3544,114,"Activated in battle. Subject's
physical attack becomes ice attack.
Absorbs ice, but loses all fire
resistance.","戦闘時に効果発生。効果対〓者の
物理攻撃を氷属性に変換する。
また、氷攻撃吸収を得る代わりに
炎耐性を失う。",,primary
866,188,codepage,3658,123,"Activated in battle. Subject's
physical attack becomes earth
attack. Absorbs earth, but loses all
lightning resistance.","戦闘時に効果発生。効果対〓者の
物理攻撃を土属性に変換する。
また、土攻撃吸収を得る代わりに
雷耐性を失う。",,primary
866,189,codepage,3781,127,"Activated in battle. Subject's
physical attack becomes lightning
attack. Absorbs lightning, but loses
all earth resistance.","戦闘時に効果発生。効果対〓者の
物理攻撃を雷属性に変換する。
また、雷攻撃吸収を得る代わりに
土耐性を失う。",,primary
866,190,codepage,3908,116,"Activated in battle. Subject's
physical attack becomes holy
attack. Absorbs holy, but loses all
dark resistance.","戦闘時に効果発生。効果対〓者の
物理攻撃を聖属性に変換する。
また、聖攻撃吸収を得る代わりに
闇耐性を失う。",,primary
866,191,codepage,4024,116,"Activated in battle. Subject's
physical attack becomes dark
attack. Absorbs dark, but loses all
holy resistance.","戦闘時に効果発生。効果対〓者の
物理攻撃を闇属性に変換する。
また、闇攻撃吸収を得る代わりに
聖耐性を失う。",,primary
866,192,codepage,4140,77,"Activated in battle. Reduces
subject's resistance to all elements
to zero.","戦闘時に効果発生。
効果対〓者の属性抵抗をゼロにする。",,primary
866,194,codepage,4218,60,"Activated in battle. Subject's RDM
and RST reduced to 1/2.","戦闘時に効果発生。
効果対〓者のRDMとRSTを
〓に減少させる。",,primary
866,195,codepage,4278,78,"Activated in battle. Portion of
attack damage is reflected back
at subject.","戦闘時に効果発生。
攻撃時に与えたダメージの一部が
効果対〓者に跳ね返る。",,primary
866,196,codepage,4356,97,"Activated in battle. Subject suffers
damage periodically. Damage
suffered decreases over time.","戦闘時に効果発生。
効果対〓者は定期的にダメージを
受け続ける。
このダメージは少しずつ小さくなる。",,primary
866,197,codepage,4453,63,"Activated in battle. Damage less
than 50 points is nullified.","戦闘時に効果発生。
効果対〓者が受けた以下の
ダメージを無効化する。",,primary
866,198,codepage,4516,85,"Activated in battle. HP recovery
doubles when subject is healed by
items or magic.","戦闘時に効果発生。
効果対〓者がアイテム・魔法〓で
HPを回復する時、回復量を倍に
する。",,primary
866,199,codepage,4601,81,"Activated in battle. Resistance to all
elements increases to 120% for
subject.","戦闘時に効果発生。
効果対〓者の全ての属性抵抗に
を加える。",,primary
866,200,codepage,4682,91,"Activated in battle. 1/8 of damage
inflicted added to subject's HP, but
cannot use menu.","戦闘時に効果発生。
効果対〓者の攻撃時、与えた
ダメージの〓のHPを回復する。
代わりにメニューを使用できない。",,primary
866,201,codepage,4773,71,"Activated in battle. ATK triples,
but weapon breaks 1/5 of
the time.","戦闘時に効果発生。
効果対〓者のATKを倍にする。
ただし、攻撃時に〓の確率で
使用中の武器が破壊される。",,primary
866,202,codepage,4844,94,"Activated in field, battle. All long-
term ailment and support magic
effects are nullified.","戦闘・フィールド、両方で効果発生。
効果対〓者にかけられた、ステータス
異常や補助魔法〓の持続効果を無効
とする。",,primary
866,203,codepage,4938,92,"Activated in battle. ATK of subject
increases to 150%. All HP recovery
effects nullified.","戦闘時に効果発生。
効果対〓者のATKを.倍
にする。
HP回復効果はすべて無効化する。",,primary
866,204,codepage,5030,93,"Activated in battle. Unknown effect
applies to subject. This will change
with each battle.","戦闘時に効果発生。
何かしらの効果を対〓者に与えるが、
効果は戦闘のたびに変化する。",,primary
866,205,codepage,5123,83,"Activated in field, battle. Nullifies
other sealstone effects applied to
target.","戦闘・フィールド、両方で効果発生。
効果対〓者に影響を与えている他の
封印石の効果を無力化する。",,primary
866,206,codepage,5206,101,"Activated in field. Touching enemy
does not cause battle. Can enter
battle by hitting with weapon.","フィールド移動時に効果発生。
敵に接〓されても戦闘にならない。
ただし所持中のみ、敵を斬りつけて
戦闘を挑む事もできる。",,primary
866,207,codepage,5307,75,"Activated in battle. Effects of ally
and enemy sealstones are
exchanged.","戦闘時に効果発生。
効果対〓者と敵対者が持つ封印石の
効果を入れ替える。",,primary
866,208,codepage,5382,74,"Activated in battle. ATK, MAG, HIT,
AVD, RST, and RDM increase to
120%.","戦闘時に効果発生。
ATK・MAG・HIT・AVD・RST・RDM
を.倍にする。",,primary
866,209,codepage,5456,67,"Activated in field. Number of photon
reflections increases by 20.","フィールド移動時に効果発生。
光子の反射回数が回増える。",,primary
866,210,codepage,5523,66,"Activated in field. Number of photon
reflections decreases by 3.","フィールド移動時に効果発生。
光子の反射回数が回減少する。",,primary
866,211,codepage,5589,113,"Activated in field. Jumping ability
dramatically improves. No items
from treasure chests or breaking
enemies.","フィールド移動時、ジャンプ力が
大〓に上昇する。
代わりに宝箱や戦闘時の部位破壊
によるアイテムを入手できない。",,primary
866,212,codepage,5702,98,"Activated in field. When held, foes
do not show on minimap. Affected
enemies do not give chase.","フィールド移動時に効果発生。
所持するとミニマップ上の敵表示が
消える。敵が効果を受けた場合は
追ってこなくなる。",,primary
866,213,codepage,5800,55,"Activated in battle. Subject's ATK
increases to 120%.","戦闘時に効果発生。
効果対〓者のATKを.倍に
する。",,primary
866,214,codepage,5855,75,"Activated in battle. Subject's ATK
increases to 150%, but RDM is
halved.","戦闘時に効果発生。
効果対〓者のATKを.倍
にする。代わりにRDMを〓に
減少させる。",,primary
866,215,codepage,5930,55,"Activated in battle. Subject's RDM
increases to 120%.","戦闘時に効果発生。
効果対〓者のRDMを.倍に
する。",,primary
866,216,codepage,5985,72,"Activated in battle. Subject's RDM
doubles, but ATK is reduced to 3/4.","戦闘時に効果発生。
効果対〓者のRDMを倍
にする。代わりにATKを〓に
減少させる。",,primary
866,217,codepage,6057,84,"Activated in battle. Increases
amount of purple gems that appear
after an attack.","戦闘時に効果発生。
攻撃によって出現する紫炎石の量が
増加する。",,primary
866,218,codepage,6141,81,"Activated in battle. Small chance
targeted enemy may be afflicted
with Poison.","戦闘時に効果発生。
攻撃対〓を低確率で毒状態に
する。",,primary
866,219,codepage,6222,82,"Activated in battle. Small chance
targeted enemy may be afflicted
with Silence.","戦闘時に効果発生。
攻撃対〓を低確率で沈黙状態に
する。",,primary
866,220,codepage,6304,84,"Activated in battle. Small chance
targeted enemy may be afflicted
with Confusion.","戦闘時に効果発生。
攻撃対〓を低確率で混乱状態に
する。",,primary
866,221,codepage,6388,71,"Activated in battle. RDM of subject
doubles, but menu cannot be used.","戦闘時に効果発生。
効果対〓者のRDMを倍にする。
代わりにメニューを使用できなく
なる。",,primary
866,222,codepage,6459,112,"Activated in battle. Subject's holy
element attack power upped to
150%. Dark element attack power
is halved.","戦闘時に効果発生。
効果対〓者の聖属性攻撃の威力を
.倍にする。
ただし闇属性攻撃の威力は半減する。",,primary
866,223,codepage,6571,112,"Activated in battle. Subject's dark
element attack power upped to
150%. Holy element attack power
is halved.","戦闘時に効果発生。
効果対〓者の闇属性攻撃の威力を
.倍にする。
ただし聖属性攻撃の威力は半減する。",,primary
866,224,codepage,6683,96,"Activated in battle. Subject's
projectile attack power doubles, but
movement speed is slowed.","戦闘時に効果発生。
効果対〓者の射撃による攻撃の
威力を倍にする。
代わりに移動速度が〓くなる。",,primary
866,225,codepage,6779,74,"Activated in battle. Subject's
evasion percentage is greatly
increased.","戦闘時に効果発生。
効果対〓者の回避率を大〓に
上昇させる。",,primary
866,226,codepage,6853,69,"Activated in battle. Subject's hit
percentage is greatly increased.","戦闘時に効果発生。
効果対〓者の命中率を大〓に
上昇させる。",,primary
866,227,codepage,6922,62,"Activated in battle. Subject cannot
evade or counter attack.","戦闘時に効果発生。
効果対〓者は回避や反撃を
行えなくなる。",,primary
866,228,codepage,6984,44,"Activated in battle. Subject cannot
guard.","戦闘時に効果発生。
効果対〓者はガードを
行えなくなる。",,primary
866,229,codepage,7028,69,"Activated in battle. Damage inflicted
by subject is reduced to 1/4.","戦闘時に効果発生。
効果対〓者が敵に与えるダメージを
〓に減少させる。",,primary
866,230,codepage,7097,103,"Activated in battle. Subject
periodically suffers heavy damage.
This damage becomes less over
time.","戦闘時に効果発生。
効果対〓者は定期的に大ダメージを
受け続ける。
このダメージは少しずつ小さくなる。",,primary
866,231,codepage,7200,97,"Activated in battle. Damage
suffered by subject reduced to 1/4.
All healing effects nullified.","戦闘時に効果発生。
効果対〓者が受けるダメージを
〓にする。
HP回復効果をすべて無効とする。",,primary
866,232,codepage,7297,67,"Activated in battle. Subject
becomes immune to critical
attacks.","戦闘時に効果発生。
効果対〓者が受けたクリティカルを
無効にする。",,primary
866,234,codepage,7365,58,"Activated in battle. Reverses the
gender of the subject.","戦闘時に効果発生。
効果対〓者が性別を持つ場合、
それを逆とみなす。",,primary
866,235,codepage,7423,84,"Activated in battle. When subject is
at maximum HP, ATK and MAG
increase to 120%.","戦闘時に効果発生。
効果対〓者のHPが最大の時、
ATKとMAGが.倍になる。",,primary
866,236,codepage,7507,67,"Activated in battle. Subject's ATK is
reduced to 3/4, RDM to 1/2.","戦闘時に効果発生。
効果対〓者のATKを〓、
RDMを〓に減少させる。",,primary
866,270,codepage,7607,11,More Money,獲得金〓〓P,,primary
866,271,codepage,7618,13,Bigger Bonus,ボーナス〓P,,primary
866,272,codepage,7631,14,Items Appear?,アイテム出現？,,primary
866,273,codepage,7645,15,No Purple Gems,紫炎石発生無効,,primary
866,274,codepage,7660,17,Acquired OTH = 0,獲得金〓〓,,primary
866,275,codepage,7677,17,Acquired OTH x 3,獲得金〓×,,primary
866,276,codepage,7694,15,Experience = 0,経験値〓,,primary
866,277,codepage,7709,15,Experience x 2,経験値×,,primary
866,278,codepage,7724,19,Experience for All,経験値を全員に,,primary
866,279,codepage,7743,19,Reflect Photons +4,光子反射,,primary
866,280,codepage,7762,22,Photons Break Pillars,光子でピラー破壊,,primary
866,281,codepage,7784,16,Photons Scatter,光子散弾発射,,primary
866,282,codepage,7800,22,Guaranteed Initiative,絶対先制,,primary
866,283,codepage,7822,15,Increased Mass,質量増加,,primary
866,284,codepage,7837,15,Decreased Mass,質量低下,,primary
866,285,codepage,7852,12,Slower Fall,落下速度低下,,primary
866,286,codepage,7864,21,Cannot Acquire Items,アイテム入手不可,,primary
866,287,codepage,7885,17,Fire Attack 150%,炎攻撃力×.,,primary
866,288,codepage,7902,16,Ice Attack 150%,氷攻撃力×.,,primary
866,289,codepage,7918,17,Earth Attack 1/2,土攻撃力〓,,primary
866,290,codepage,7935,21,Lightning Attack 1/2,雷攻撃力〓,,primary
866,291,codepage,7956,13,Turn to Fire,炎属性化,,primary
866,292,codepage,7969,12,Turn to Ice,氷属性化,,primary
866,293,codepage,7981,14,Turn to Earth,土属性化,,primary
866,294,codepage,7995,18,Turn to Lightning,雷属性化,,primary
866,295,codepage,8013,13,Turn to Holy,聖属性化,,primary
866,296,codepage,8026,13,Turn to Dark,闇属性化,,primary
866,297,codepage,8039,13,No Tolerance,属性抵抗A〓〓,,primary
866,298,codepage,8052,13,Negate Magic,魔法無効,,primary
866,299,codepage,8065,8,RDM 1/2,RDM〓,,primary
866,300,codepage,8073,8,RST 1/2,RST〓,,primary
866,301,codepage,8081,15,Reverse Damage,リバースダメージ,,primary
866,302,codepage,8096,16,Gradual HP Loss,時間でHP減少,,primary
866,303,codepage,8112,20,Negate Light Damage,小ダメージ無効,,primary
866,304,codepage,8132,17,HP Recovery 200%,HP回復効果×,,primary
866,305,codepage,8149,21,Inflicted Damage 1/4,与ダメージ〓,,primary
866,306,codepage,8170,18,All Tolerances Up,属性抵抗全強化,,primary
866,307,codepage,8188,17,HP Drain Enabled,吸血効果付与,,primary
866,308,codepage,8205,21,Battle Menu Disabled,戦闘メニュー禁止,,primary
866,309,codepage,8226,17,Weapon Break 1/5,武器破壊率〓,,primary
866,310,codepage,8243,9,ATK 300%,ATK×,,primary
866,311,codepage,8252,17,No Status Change,状態変化無効,,primary
866,312,codepage,8269,17,No Support Magic,補助魔法無効,,primary
866,313,codepage,8286,16,Negate Critical,クリティカル無効,,primary
866,314,codepage,8302,15,No HP Recovery,HP回復無効,,primary
866,315,codepage,8317,14,Random Effect,効果ランダム,,primary
866,316,codepage,8331,18,Negate Sealstones,封印石を無力化,,primary
866,317,codepage,8349,18,Negate Encounters,エンカウント無効,,primary
866,318,codepage,8367,21,Switch Stone Effects,封印石効果交換,,primary
866,319,codepage,8388,14,All Status Up,全ステータス〓P,,primary
866,320,codepage,8402,20,Reflect Photons +20,光子反射,,primary
866,321,codepage,8422,19,Reflect Photons -3,光子反射,,primary
866,322,codepage,8441,10,High Jump,ハイジャンプ,,primary
866,323,codepage,8451,19,Detectability Down,索敵力D〓W〓,,primary
866,324,codepage,8470,9,ATK 120%,ATK×.,,primary
866,325,codepage,8479,9,ATK 150%,ATK×.,,primary
866,326,codepage,8488,9,RDM 120%,RDM×.,,primary
866,327,codepage,8497,9,RDM 200%,RDM×,,primary
866,328,codepage,8506,8,ATK 3/4,ATK〓,,primary
866,329,codepage,8514,8,RDM 1/2,RDM〓,,duplicate
866,330,codepage,8522,17,More Purple Gems,紫炎石出現数〓P,,primary
866,331,codepage,8539,16,Fire Attack 1/2,炎攻撃力〓,,primary
866,332,codepage,8555,15,Ice Attack 1/2,氷攻撃力〓,,primary
866,333,codepage,8570,18,Earth Attack 150%,土攻撃力×.,,primary
866,334,codepage,8588,19,Lightning Atk 150%,雷攻撃力×.,,primary
866,335,codepage,8607,17,Holy Attack 150%,聖攻撃力×.,,primary
866,336,codepage,8624,17,Dark Attack 150%,闇攻撃力×.,,primary
866,337,codepage,8641,16,Holy Attack 1/2,聖攻撃力〓,,primary
866,338,codepage,8657,16,Dark Attack 1/2,闇攻撃力〓,,primary
866,339,codepage,8673,19,Attack with Poison,攻撃に毒を付加,,primary
866,340,codepage,8692,20,Attack with Silence,攻撃に沈黙を付加,,primary
866,341,codepage,8712,20,Attack w/ Confusion,攻撃に混乱を付加,,primary
866,342,codepage,8732,20,Attack Up at Max HP,無傷時攻撃力〓P,,primary
866,343,codepage,8752,14,Speed Reduced,〓足化,,primary
866,344,codepage,8766,20,Projectile Atk 200%,射撃攻撃力×,,primary
866,345,codepage,8786,11,Evasion Up,回避率〓P,,primary
866,346,codepage,8797,12,Hit Rate Up,命中率〓P,,primary
866,347,codepage,8809,17,No Evade/Counter,回避・反撃禁止,,primary
866,348,codepage,8826,12,No Guarding,ガード禁止,,primary
866,349,codepage,8838,20,Received Damage 1/4,受ダメージ〓,,primary
866,350,codepage,8858,14,Rapid HP Loss,時間でHP大〓減,,primary
866,351,codepage,8872,14,Gender Switch,性別反転,,primary
866,352,codepage,8886,21,Cannot Acquire Items,アイテム入手不可,,duplicate
866,353,codepage,8907,21,Battle Menu Disabled,戦闘メニュー禁止,,duplicate
866,354,codepage,8928,15,No HP Recovery,HP回復無効,,duplicate
866,355,codepage,8943,9,ATK 150%,ATK×.,,duplicate
866,356,codepage,8952,9,RDM 200%,RDM×,,duplicate
866,357,codepage,8961,8,ATK 3/4,ATK〓,,duplicate
866,358,codepage,8969,8,RDM 1/2,RDM〓,,duplicate
866,371,codepage,8989,8,TOP_MAP,先頭マップ,,duplicate
866,372,codepage,8997,8,Midgard,ミッドガルド,,duplicate
866,373,codepage,9005,12,ENDROLL_MAP,エンドロール（マップ）,,duplicate
866,374,codepage,9017,6,Solde,港町ゾルデ,,duplicate
866,375,codepage,9023,6,Solde,港町ゾルデ,,duplicate
866,376,codepage,9029,6,Solde,港町ゾルデ,,duplicate
866,377,codepage,9035,6,Solde,港町ゾルデ,,duplicate
866,378,codepage,9041,6,Solde,港町ゾルデ,,duplicate
866,379,codepage,9047,6,Solde,港町ゾルデ,,duplicate
866,380,codepage,9053,6,Solde,港町ゾルデ,,duplicate
866,381,codepage,9059,6,Solde,港町ゾルデ,,duplicate
866,382,codepage,9065,6,Solde,港町ゾルデ,,duplicate
866,383,codepage,9071,6,Solde,港町ゾルデ,,duplicate
866,384,codepage,9077,6,Dipan,ディパン城下町,,duplicate
866,385,codepage,9083,6,Dipan,ディパン城下町,,duplicate
866,386,codepage,9089,6,Dipan,ディパン城下町,,duplicate
866,387,codepage,9095,6,Dipan,ディパン城下町,,duplicate
866,388,codepage,9101,6,Dipan,ディパン城下町,,duplicate
866,389,codepage,9107,6,Dipan,ディパン城下町,,duplicate
866,390,codepage,9113,6,Dipan,ディパン城下町,,duplicate
866,391,codepage,9119,6,Dipan,ディパン城下町,,duplicate
866,392,codepage,9125,6,Dipan,ディパン城下町,,duplicate
866,393,codepage,9131,6,Dipan,ディパン城下町,,duplicate
866,394,codepage,9137,6,Dipan,ディパン城下町,,duplicate
866,395,codepage,9143,6,Dipan,ディパン城下町,,duplicate
