resource,message_id,kind,offset,byte_length,original_en,original_jp,translated
647,107,codepage,1272,15,Soothsayer Bow,魔弓レイザーフォーテル,
647,108,codepage,1287,11,Sylvan Bow,神弓シルヴァンボウ,
647,109,codepage,1298,21,Elhanan's Fingertips,エルハナンの指先,
647,110,codepage,1319,10,Ruby Mace,ルビーメイス,
647,111,codepage,1329,13,Crystal Wand,クリスタル〓ンド,
647,112,codepage,1342,18,Mystic Cult Staff,秘密教〓の杖,
647,113,codepage,1360,13,Infinity Rod,インフィニティロッド,
647,114,codepage,1373,13,Mithril Wand,ミスリル〓ンド,
647,115,codepage,1386,11,Lotus Wand,ロータス〓ンド,
647,116,codepage,1397,13,Alchemy Wand,アルケミー〓ンド,
647,117,codepage,1410,11,Dragonlore,竜杖ドラゴンロア,
647,118,codepage,1421,9,Holy Rod,ホーリィロッド,
647,119,codepage,1430,15,Deluge Scepter,デルージュセプター,
647,120,codepage,1445,15,Unicorn's Horn,聖杖ユニコーンズホーン,
647,121,codepage,1460,14,Ether Scepter,エーテルセプター,
647,122,codepage,1474,9,Caduceus,〓杖ケーリュケイオン,
647,123,codepage,1483,19,Wand of Apocalypse,魔杖アポカリプス,
647,124,codepage,1502,19,Holy Wand of Telos,聖杖ミリオンテラー,
647,125,codepage,1521,15,Bloody Knuckle,ブラッディナックル,
647,126,codepage,1536,13,Bloody Nails,ブラッディフロウ,
647,127,codepage,1549,12,Bloody Claw,ブラッディクロー,
647,128,codepage,1561,14,Bloody Duster,ブラッディダスター,
647,129,codepage,1575,14,Bloody Murder,ブラッディアッシュ,
647,130,codepage,1589,13,Leather Mail,レザーメイル,
647,131,codepage,1602,10,Chainmail,チェインメイル,
647,132,codepage,1612,8,Cuirass,キュイラス,
647,133,codepage,1620,18,Crystal Chainmail,クリスタルチェイン,
647,134,codepage,1638,15,Silver Cuirass,シルバーキュイラス,
647,135,codepage,1653,14,Silver Scales,シルバースケイル,
647,136,codepage,1667,11,Duel Armor,デュエルアーマー,
647,137,codepage,1678,12,Flame Armor,フレイムアーマー,
647,138,codepage,1690,10,Kraadmail,クラッドメイル,
647,139,codepage,1700,12,Silver Mail,シルバーメイル,
647,140,codepage,1712,13,Icicle Plate,アイシクルプレート,
647,141,codepage,1725,13,Dragon Armor,ドラゴンアーマー,
647,142,codepage,1738,12,Valor Armor,ヴァローアーマー,
647,143,codepage,1750,11,Full Plate,フルプレート,
647,144,codepage,1761,14,Valiant Armor,ヴァリアントアーマー,
647,145,codepage,1775,13,Silver Plate,シルバープレート,
647,146,codepage,1788,14,Reflect Armor,鏡鎧リフレックス,
647,147,codepage,1802,14,Mithril Plate,ミスリルプレート,
647,148,codepage,1816,18,Conquerer's Armor,覇王の鎧,
647,149,codepage,1834,15,Armor of Aleph,聖鎧アレフストレイン,
647,150,codepage,1849,20,Infinite Admiration,煌鎧インフィネイトアドマイア,
647,151,codepage,1869,14,Alicia's Robe,アリーシャのローブ,
647,152,codepage,1883,6,Cloak,クローク,
647,153,codepage,1889,13,Silver Cloak,シルバークローク,
647,154,codepage,1902,14,Leather Cloak,レザークローク,
647,155,codepage,1916,12,Noble Cloak,ノーブルクローク,
647,156,codepage,1928,15,Anointed Cloak,アノイントクローク,
647,157,codepage,1943,13,Supreme Garb,スプリームガーブ,
647,158,codepage,1956,12,Mirage Robe,幻衣ミラージュローブ,
647,159,codepage,1968,13,Crystal Garb,〓衣クリスタルガーブ,
647,160,codepage,1981,14,Elfin Taffeta,エルヴンタフタ,
647,161,codepage,1995,11,Fairy Garb,フェアリィガーブ,
647,162,codepage,2006,11,Flame Mist,炎衣フレイムミスト,
647,163,codepage,2017,13,Phoenix Garb,神衣フェニックスガーブ,
647,164,codepage,2030,17,Robe of Bryttain,聖衣ブリタニアガーブ,
647,165,codepage,2047,13,Sylphan Robe,聖衣シルフレッド,
647,166,codepage,2060,12,Floral Garb,縫衣フローレスガーブ,
647,167,codepage,2072,14,Eternal Shine,〓衣エターナルシャイン,
647,168,codepage,2086,7,Sallet,サレット,
647,169,codepage,2093,14,Silver Sallet,シルバーサレット,
647,170,codepage,2107,10,Iron Helm,アイアンヘルム,
647,171,codepage,2117,10,Duel Helm,デュエルヘルム,
647,172,codepage,2127,13,Crystal Helm,クリスタルヘルム,
647,173,codepage,2140,12,Silver Helm,シルバーヘルム,
647,174,codepage,2152,15,Golem Headwear,ゴーレムヘッド,
647,175,codepage,2167,11,Valor Helm,ヴァローヘルム,
647,176,codepage,2178,13,Valiant Helm,ヴァリアントヘルム,
647,177,codepage,2191,10,Rune Helm,ルーンヘルム,
647,178,codepage,2201,13,Mithril Helm,ミスリルヘルム,
647,179,codepage,2214,11,Ether Helm,エーテルヘルム,
647,180,codepage,2225,12,Metal Crown,メタルクラウン,
647,181,codepage,2237,12,Olive Crown,オリーブクラウン,
647,182,codepage,2249,15,Anointed Crown,アノイントクラウン,
647,183,codepage,2264,15,Magician's Hat,マジシャンハット,
647,184,codepage,2279,26,Tiara of the Holy Empress,聖〓〓のティアラ,
647,185,codepage,2305,16,Empress Coronet,エンプレスコロネット,
647,186,codepage,2321,11,Rune Crown,ルーンクラウン,
647,187,codepage,2332,14,Supreme Crown,スプリームクラウン,
647,188,codepage,2346,14,Mithril Crown,ミスリルクラウン,
647,189,codepage,2360,12,Ether Crown,エーテルクラウン,
647,190,codepage,2372,9,Gauntlet,ガントレット,
647,191,codepage,2381,14,Metal Buckler,メタルバックラー,
647,192,codepage,2395,15,Sacred Guarder,セイクリッドガーダー,
647,193,codepage,2410,15,Silver Buckler,シルバーバックラー,
647,194,codepage,2425,13,Duel Guarder,デュエルガーダー,
647,195,codepage,2438,15,Valor Gauntlet,ヴァローガントレット,
647,196,codepage,2453,14,Holy Gauntlet,ホーリィガントレット,
647,197,codepage,2467,17,Mithril Gauntlet,ミスリルガントレット,
647,198,codepage,2484,13,Ether Shield,エーテルシールド,
647,199,codepage,2497,14,Extreme Guard,エクストリームガード,
647,200,codepage,2511,11,Star Guard,スターガード,
647,201,codepage,2522,14,Leather Glove,レザーグローブ,
647,202,codepage,2536,12,Magic Glove,マジックグローブ,
647,203,codepage,2548,11,Wind Glove,ウインドグローブ,
647,204,codepage,2559,13,Vein Greaves,ヴェイングリーブ,
647,205,codepage,2572,16,Valiant Greaves,ヴァリアントグリーブ,
647,206,codepage,2588,13,Rune Greaves,ルーングリーブ,
647,207,codepage,2601,16,Mithril Greaves,ミスリルグリーブ,
647,208,codepage,2617,14,Ether Greaves,エーテルグリーブ,
647,209,codepage,2631,14,Metal Greaves,メタルグリーブ,
647,210,codepage,2645,13,Duel Greaves,デュエルグリーブ,
647,211,codepage,2658,15,Silver Greaves,シルバーグリーブ,
647,212,codepage,2673,14,Valor Greaves,ヴァローグリーブ,
647,213,codepage,2687,12,Suede Boots,スエードブーツ,
647,214,codepage,2699,12,Elfin Boots,エルヴンブーツ,
647,215,codepage,2711,10,Red Boots,レッドブーツ,
647,216,codepage,2721,11,Guard Ring,ガードリング,
647,217,codepage,2732,13,Protect Ring,プロテクトリング,
647,218,codepage,2745,9,Hit Ring,ヒットリング,
647,219,codepage,2754,11,Magic Ring,マジックリング,
647,220,codepage,2765,11,Flame Ring,フレイムリング,
647,221,codepage,2776,9,Ice Ring,アイスリング,
647,222,codepage,2785,13,Thunder Ring,サンダーリング,
647,223,codepage,2798,12,Poison Ring,ポイズンリング,
647,224,codepage,2810,11,Light Ring,ライトリング,
647,225,codepage,2821,10,Dark Ring,ダークリング,
647,226,codepage,2831,12,Dragon Ring,ドラゴンリング,
647,227,codepage,2843,11,Demon Ring,デーモンリング,
647,228,codepage,2854,12,Mirage Ring,ミラージュリング,
647,229,codepage,2866,11,Giant Ring,ジャイアントリング,
647,230,codepage,2877,16,Goddess Pendant,戦乙女のペンダント,
647,231,codepage,2893,11,tri-Emblem,トライエンブレム,
647,232,codepage,2904,14,Flare Crystal,フレアクリスタル,
647,233,codepage,2918,12,Ice Crystal,アイスクリスタル,
647,234,codepage,2930,14,Earth Crystal,アースクリスタル,
647,235,codepage,2944,16,Thunder Crystal,サンダークリスタル,
647,236,codepage,2960,13,Holy Crystal,ホーリィクリスタル,
647,237,codepage,2973,15,Shadow Crystal,シャドウクリスタル,
647,238,codepage,2988,14,Prism Crystal,プリズムクリスタル,
647,239,codepage,3002,10,Flare Gem,フレアジェム,
647,240,codepage,3012,8,Ice Gem,アイスジェム,
647,241,codepage,3020,12,Thunder Gem,サンダージェム,
647,242,codepage,3032,10,Earth Gem,アースジェム,
647,243,codepage,3042,9,Holy Gem,ホーリィジェム,
647,244,codepage,3051,11,Shadow Gem,シャドウジェム,
647,245,codepage,3062,10,Prism Gem,プリズムジェム,
647,246,codepage,3072,21,Holy Water of Mithra,ミトラの聖水,
647,247,codepage,3093,11,Red Liquid,〓の〓〓,
647,248,codepage,3104,16,Tome of Anarchy,〓乱の書,
647,249,codepage,3120,16,Tome of Alchemy,錬金術の書,
647,250,codepage,3136,18,Warrior's Arcanum,戦士の秘薬,
647,251,codepage,3154,21,Apothecary's Arcanum,薬士の秘薬,
647,252,codepage,3175,16,Witch's Arcanum,魔女の秘薬,
647,253,codepage,3191,15,Sage's Arcanum,賢者の秘薬,
647,254,codepage,3206,15,Dwarf Tincture,小人の霊薬,
647,255,codepage,3221,15,Fairy Tincture,妖精の霊薬,
647,256,codepage,3236,16,Spirit Tincture,精霊の霊薬,
647,257,codepage,3252,17,Goddess Tincture,女神の霊薬,
647,258,codepage,3269,7,Elixir,エリクサー,
647,259,codepage,3276,13,Prime Elixir,プライムエリクサー,
647,260,codepage,3289,13,Noble Elixir,ノーブルエリクサー,
647,261,codepage,3302,12,Union Plume,ユニオンプラム,
647,262,codepage,3314,11,Holy Water,聖水,
647,263,codepage,3325,11,Holy Grail,聖〓,
647,264,codepage,3336,14,Idun's Apples,イズンの林〓,
647,265,codepage,3350,11,Soft Stone,やわらかな石,
647,266,codepage,3361,13,Aspect Stone,方位石,
647,267,codepage,3374,17,Horoscope Tablet,〓〓みの石〓,
647,268,codepage,3391,18,Fireproof Trinket,耐炎の護符,
647,269,codepage,3409,17,Iceproof Trinket,防寒の護符,
647,270,codepage,3426,19,Earthproof Trinket,砕土の護符,
647,271,codepage,3445,23,Lightningproof Trinket,避雷の護符,
647,272,codepage,3468,18,Foolproof Trinket,無欠の護符,
647,273,codepage,3486,19,Fireproof Talisman,耐炎のタリスマン,
647,274,codepage,3505,18,Iceproof Talisman,防寒のタリスマン,
647,275,codepage,3523,20,Earthproof Talisman,砕土のタリスマン,
647,276,codepage,3543,24,Lightningproof Talisman,避雷のタリスマン,
647,277,codepage,3567,19,Foolproof Talisman,無欠のタリスマン,
647,278,codepage,3586,14,Nectar Potion,リキュールポーシヨン,
647,279,codepage,3600,13,Charge Break,チャージブレイク,
647,280,codepage,3613,13,Might Potion,マイトポーシヨン,
647,281,codepage,3626,13,Guard Potion,ガードポーシヨン,
647,282,codepage,3639,13,Spell Potion,スペルポーシヨン,
647,283,codepage,3652,10,Overdrive,オーバードライブ,
647,284,codepage,3662,22,Tome of Teleportation,〓〓の書,
647,285,codepage,3684,17,Wand of Exchange,〓〓の杖,
647,286,codepage,3701,9,Rose Gem,〓炎石,
647,287,codepage,3710,10,Azure Gem,蒼炎石,
647,288,codepage,3720,9,Jade Gem,〓炎石,
647,289,codepage,3729,20,Expert's Experience,識者の経験,
647,290,codepage,3749,9,Ambrosia,アンブロシア,
647,291,codepage,3758,21,Fencer's Familiarity,剣士の知識,
647,292,codepage,3779,17,Sorcerer's Savvy,魔術師の知識,
647,293,codepage,3796,18,Archer's Aptitude,弓闘士の知識,
647,294,codepage,3814,17,Thief's Thoughts,盗賊の知識,
647,295,codepage,3831,15,Warrior's Wits,重戦士の知識,
647,296,codepage,3846,11,Golden Egg,金の卵,
647,297,codepage,3857,14,Eye of Heaven,天空の〓,
647,298,codepage,3871,13,Double-check,ダブルサーチ,
647,299,codepage,3884,11,Spectacles,スペクタクルズ,
647,300,codepage,3895,16,Gem of Illusion,幻〓の〓,
647,301,codepage,3911,17,Tome of Godspeed,神〓の書,
647,302,codepage,3928,16,Immense Incisor,巨大な〓〓,
647,303,codepage,3944,16,Monstrous Molar,巨大な奥〓,
647,304,codepage,3960,22,Colossal Canine Tooth,巨大な〓〓,
647,305,codepage,3982,11,Troll Clay,トロルクレイ,
647,306,codepage,3993,16,Rotted Bludgeon,〓った〓〓,
647,307,codepage,4009,17,Skull Receptacle,ドクロの器,
647,308,codepage,4026,16,Skeleton Goblet,がいこつの〓,
647,309,codepage,4042,12,Black Skull,〓いドクロ,
647,310,codepage,4054,14,Black Crystal,〓〓の結〓,
647,311,codepage,4068,9,Bonemeal,骨クズ,
647,312,codepage,4077,15,Fuchsia Spinel,〓炎の〓〓石,
647,313,codepage,4092,12,Teal Spinel,蒼炎の〓〓石,
647,314,codepage,4104,18,Chartreuse Spinel,〓炎の〓〓石,
647,315,codepage,4122,14,Scarlet Alloy,〓雷の〓,
647,316,codepage,4136,15,Cerulean Alloy,青雷の〓,
647,317,codepage,4151,16,Verdigris Alloy,〓雷の〓,
647,318,codepage,4167,17,Polished Red Ore,錬〓鉱,
647,319,codepage,4184,18,Polished Blue Ore,錬青鉱,
647,320,codepage,4202,19,Polished Green Ore,錬〓鉱,
647,321,codepage,4221,12,Rose Quartz,〓〓〓,
647,322,codepage,4233,14,Indigo Quartz,青〓〓,
647,323,codepage,4247,12,Sage Quartz,〓〓〓,
647,324,codepage,4259,13,Broken Blade,〓れた刀〓,
647,325,codepage,4272,13,Broken Sword,〓れた剣,
647,326,codepage,4285,9,Red Horn,レッドホーン,
647,327,codepage,4294,14,Dragon's Horn,竜の〓,
647,328,codepage,4308,9,Red Fang,レッドファング,
647,329,codepage,4317,14,Dragon's Fang,竜の〓,
647,330,codepage,4331,16,Dragon Sapphire,ドラゴンサファイア,
647,331,codepage,4347,15,Dragon Emerald,ドラゴンエメラルド,
647,332,codepage,4362,12,Dragon Ruby,ドラゴンルビー,
647,333,codepage,4374,18,Dragon's Wingbone,竜の〓骨,
647,334,codepage,4392,13,Emerald Horn,エメラルドホーン,
647,335,codepage,4405,15,Dragon's Talon,竜の〓〓,
647,336,codepage,4420,20,Dragonlord's Nerves,竜神の〓〓,
647,337,codepage,4440,17,Dragon's Eyeball,竜の眼〓,
647,338,codepage,4457,14,Dragon Scales,竜のうろこ,
647,339,codepage,4471,15,Monster Scales,魔物のうろこ,
647,340,codepage,4486,17,Evergreen Scales,〓〓のうろこ,
647,341,codepage,4503,15,Rainbow Scales,〓〓のうろこ,
647,342,codepage,4518,12,Worn Shield,ジャンクシールド,
647,343,codepage,4530,6,Crown,クラウン,
647,344,codepage,4536,15,Alligator Skin,〓ニ〓,
647,345,codepage,4551,16,Sharp Spearhead,するどい〓先,
647,346,codepage,4567,9,Bat Wing,こうもりの〓,
647,347,codepage,4576,16,Black Wing Skin,〓い〓〓,
647,348,codepage,4592,13,Bat Umbrella,こうもり〓,
647,349,codepage,4605,8,Bat Ear,こうもりの〓,
647,350,codepage,4613,18,Great Eagle Heart,大〓シの心〓,
647,351,codepage,4631,13,Wing Feather,〓切〓,
647,352,codepage,4644,20,Charged Tailfeather,封雷の尾〓,
647,353,codepage,4664,22,Windswept Tailfeather,封〓の尾〓,
647,354,codepage,4686,15,Raptor's Talon,〓〓の〓,
647,355,codepage,4701,13,Beast's Fang,〓の〓,
647,356,codepage,4714,13,Scarlet Fang,〓紅の〓,
647,357,codepage,4727,16,Firebreath Core,ファイアブレスコア,
647,358,codepage,4743,17,Blazebreath Core,ブレイズブレスコア,
647,359,codepage,4760,17,Flamebreath Core,フレイムブレスコア,
647,360,codepage,4777,15,Icebreath Core,アイスブレスコア,
647,361,codepage,4792,17,Frostbreath Core,コールドブレスコア,
647,362,codepage,4809,20,Blizzardbreath Core,ブリザードブレスコア,
647,363,codepage,4829,15,Gasbreath Core,ガスブレスコア,
647,364,codepage,4844,18,Poisonbreath Core,ポイズンブレスコア,
647,365,codepage,4862,17,Toxicbreath Core,ハームブレスコア,
647,366,codepage,4879,24,Pentachrome Breath Core,五〓のブレスコア,
647,367,codepage,4903,11,Beast Pelt,〓の〓〓,
647,368,codepage,4914,14,Beast's Flesh,〓肉,
647,369,codepage,4928,12,Koboldapult,スリングトップ,
647,370,codepage,4940,13,Koboldriller,コボルトランサー,
647,371,codepage,4953,12,Koboldriver,コボルトハンマー,
647,372,codepage,4965,12,Copper Coin,〓のコイン,
647,373,codepage,4977,12,Silver Coin,銀のコイン,
647,374,codepage,4989,10,Gold Coin,金のコイン,
647,375,codepage,4999,10,Bolt Coin,〓〓のコイン,
647,376,codepage,5009,9,Iron Ore,鉄鉱石,
647,377,codepage,5018,16,Gargoyle's Arch,巨〓の手〓,
647,378,codepage,5034,17,Gargoyle's Wings,巨〓の〓,
647,379,codepage,5051,16,Crimson Feather,〓紅の〓〓,
647,380,codepage,5067,18,Evergreen Feather,〓〓の〓〓,
647,381,codepage,5085,17,Pure White Plume,〓〓の〓り〓,
647,382,codepage,5102,13,Indigo Plume,〓〓の〓り〓,
647,383,codepage,5115,5,Beak,くちばし,
647,384,codepage,5120,8,Feather,〓〓,
647,385,codepage,5128,7,Garnet,金〓石,
647,386,codepage,5135,19,White Flower Petal,〓い花〓,
647,387,codepage,5154,17,Red Flower Petal,〓い花〓,
647,388,codepage,5171,12,Poison Seed,ポイズンシード,
647,389,codepage,5183,11,Toxic Seed,ハームシード,
647,390,codepage,5194,11,Nightshade,ベラドンナ,
647,391,codepage,5205,15,Insect Stinger,虫のトゲ,
647,392,codepage,5220,10,Hot Plate,ヒートプレート,
647,393,codepage,5230,12,Beetle Horn,〓虫の〓,
647,394,codepage,5242,13,Beetle Shell,〓虫の殻〓,
647,395,codepage,5255,17,Blue Bubble Core,ブルーバブルコア,
647,396,codepage,5272,18,Green Bubble Core,グリーンバブルコア,
647,397,codepage,5290,16,Swordfish Snout,ソードホーン,
647,398,codepage,5306,14,Narwhal Tooth,バンカーホーン,
647,399,codepage,5320,8,Seafood,海鮮肉,
647,400,codepage,5328,12,Gas Ejector,ガスバレル,
647,401,codepage,5340,12,Jet Ejector,ジェットバレル,
647,402,codepage,5352,12,Red Ejector,レッドバレル,
647,403,codepage,5364,13,Stone Bullet,ストーンブリット,
647,404,codepage,5377,17,Ammunition Shell,貝殻の〓〓,
647,405,codepage,5394,14,Armor Piercer,アーマーピアス,
647,406,codepage,5408,12,Black Pearl,〓〓〓,
647,407,codepage,5420,9,Adhesive,〓〓〓,
647,408,codepage,5429,15,Walkflower Leg,〓行花の〓,
647,409,codepage,5444,16,Walkflower Root,〓行花の〓,
647,410,codepage,5460,19,Walkflower Tendril,〓行花のツル,
647,411,codepage,5479,17,Walkflower Blade,〓行花の剣,
647,412,codepage,5496,10,Wax Clump,ロウの〓,
647,413,codepage,5506,15,Vegetable Seed,〓物の〓,
647,414,codepage,5521,14,Mask Fragment,〓面の欠〓,
647,415,codepage,5535,10,Bone Mask,ボーンマスク,
647,416,codepage,5545,12,Dark Amulet,ダークアミュレット,
647,417,codepage,5557,12,Chaos Force,カオスフォース,
647,418,codepage,5569,15,Desolation Gem,〓〓〓,
647,419,codepage,5584,11,Aura Force,オーラフォース,
647,420,codepage,5595,12,Bone Relief,ボーンレリーフ,
647,421,codepage,5607,19,Tome of Necromancy,不死者の書,
647,422,codepage,5626,10,Golem Eye,ゴーレムアイ,
647,423,codepage,5636,20,Counterfeit Crystal,〓りの水〓,
647,424,codepage,5656,11,Pixie Cube,ピクシーキューブ,
647,425,codepage,5667,12,Golem Heart,ゴーレムハート,
647,426,codepage,5679,10,METH Seal,〓〓〓〓の〓印,
647,427,codepage,5689,11,Base Metal,〓金属,
647,428,codepage,5700,15,Red Soul Flame,レッドソウルフレイム,
647,429,codepage,5715,16,Blue Soul Flame,ブルーソウルフレイム,
647,430,codepage,5731,14,Headless Doll,〓のない人〓,
647,431,codepage,5745,10,Ice Jewel,〓の宝〓,
647,432,codepage,5755,11,Hail Jewel,〓の宝〓,
647,433,codepage,5766,17,Drilling Imprint,〓〓の〓印,
647,434,codepage,5783,17,Piercing Imprint,〓〓の〓印,
647,435,codepage,5800,16,Mirror Fragment,魔鏡の欠〓,
647,436,codepage,5816,12,Evil Mirror,イビルミラー,
647,437,codepage,5828,14,Copper Signet,〓〓の聖印,
647,438,codepage,5842,17,Cask of Offering,〓の神器,
647,439,codepage,5859,11,Pact Chain,〓〓の〓,
647,440,codepage,5870,11,Demon Horn,デーモンホーン,
647,441,codepage,5881,12,Diablo Horn,ディアブロホーン,
647,442,codepage,5893,15,Dead Man's Gem,死者の宝〓,
647,443,codepage,5908,11,Fool's Gem,〓者の宝〓,
647,444,codepage,5919,15,Jet Black Wing,〓〓の〓,
647,445,codepage,5934,17,Wing of Darkness,暗〓の〓,
647,446,codepage,5951,14,Demon's Blaze,デモンズブレイズ,
647,447,codepage,5965,14,Vampire Heart,ヴァンパイアハート,
647,448,codepage,5979,14,Eternal Flame,不〓の炎,
647,449,codepage,5993,13,Vampire Fang,ヴァンパイアファング,
647,450,codepage,6006,18,Bloodsucking Fang,〓〓〓,
647,451,codepage,6024,13,Vampire Claw,ヴァンパイアクロー,
647,452,codepage,6037,20,Sharp Scissor Heart,シャープシザーハート,
647,453,codepage,6057,19,Sharp Scissor Wing,シャープシザーの〓,
647,454,codepage,6076,12,Scissorhand,シザーハンド,
