resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
643,66,codepage,570,3,LV,LV,,duplicate
643,67,codepage,573,2,/,／,,duplicate
643,68,codepage,575,6,Empty,EMPTY,Vazio,duplicate
643,69,codepage,581,3,LV,LV,,duplicate
643,70,codepage,584,3,HP,HP,,duplicate
643,71,codepage,587,2,/,／,,primary
643,72,codepage,589,4,ATK,ATK,,duplicate
643,73,codepage,593,4,MAG,MAG,,duplicate
643,74,codepage,597,4,HIT,HIT,,duplicate
643,75,codepage,601,4,AVD,AVD,,duplicate
643,76,codepage,605,4,RDM,RDM,,duplicate
643,77,codepage,609,4,RST,RST,,duplicate
643,78,codepage,613,2,<0065>,〓,,
643,79,codepage,615,2,<0066>,〓,,
643,81,codepage,618,9,Silmeria,シルメリア,,primary
643,82,codepage,627,7,Brahms,ブラムス,,primary
643,83,codepage,634,6,Rufus,ルーファス,,primary
643,84,codepage,640,7,Lezard,レザード,,primary
643,85,codepage,647,8,Arngrim,アリューゼ,,primary
643,86,codepage,655,6,Dylan,ディラン,,primary
643,87,codepage,661,6,Leone,レオーネ,,primary
643,88,codepage,667,6,Hrist,アーリィ,,primary
643,89,codepage,673,8,Lenneth,レナス,,primary
643,90,codepage,681,9,Valkyrie,ヴァルキリー,Valquíria,primary
643,91,codepage,690,7,Alicia,アリーシャ,,primary
643,92,codepage,697,15,Alicia (after),アリーシャ後半,,primary
643,93,codepage,712,6,Freya,フレイ,,primary
643,94,codepage,718,4,Ull,ウル,,primary
643,95,codepage,722,9,Heimdall,ヘイムダル,,primary
643,97,codepage,732,5,Lwyn,ルイン,,primary
643,98,codepage,737,8,Jessica,ジェシカ,,primary
643,99,codepage,745,9,Richelle,リシェル,,primary
643,100,codepage,754,8,Fraudir,フローディア,,primary
643,101,codepage,762,6,Celes,セレス,,primary
643,102,codepage,768,9,Crescent,クレセント,,primary
643,103,codepage,777,9,Sylphide,シルフィード,,primary
643,104,codepage,786,7,Tyrith,ティリス,,primary
643,105,codepage,793,6,Circe,キルケ,,primary
643,106,codepage,799,9,Rasheeka,ラシーカ,,primary
643,107,codepage,808,5,Falx,ファルクス,,primary
643,108,codepage,813,7,Gerald,ジェラルド,,primary
643,109,codepage,820,6,Guilm,ギルム,,primary
643,110,codepage,826,7,Roland,ローランド,,primary
643,111,codepage,833,6,Ehlen,エーレン,,primary
643,112,codepage,839,7,Adonis,アドニス,,primary
643,113,codepage,846,6,Aaron,アーロン,,primary
643,114,codepage,852,4,Dyn,ディーン,,primary
643,115,codepage,856,6,Kraad,クラッド,,primary
643,116,codepage,862,6,Zunde,ザンデ,,primary
643,117,codepage,868,8,Atrasia,アトレイシア,,primary
643,118,codepage,876,8,Phyress,フィレス,,primary
643,119,codepage,884,9,Chrystie,クリスティ,,primary
643,120,codepage,893,8,Sha-kon,紗紺,,primary
643,121,codepage,901,6,Lylia,リリア,,primary
643,122,codepage,907,6,Lydia,リディア,,primary
643,123,codepage,913,9,Sophalla,ソファラ,,primary
643,124,codepage,922,9,Millidia,ミリティア,,primary
643,125,codepage,931,7,Arcana,アルカナ,,primary
643,126,codepage,938,6,Ehrde,エルド,,primary
643,127,codepage,944,7,Mithra,ミトラ,,primary
643,128,codepage,951,6,Aegis,イージス,,primary
643,129,codepage,957,7,Psoron,ソロン,,primary
643,130,codepage,964,7,Khanon,カノン,,primary
643,131,codepage,971,7,Farant,ファーラント,,primary
643,132,codepage,978,7,Xehnon,ゼノン,,primary
643,133,codepage,985,4,Alm,アルム,,primary
643,134,codepage,989,8,Seluvia,セルヴィア,,primary
643,135,codepage,997,7,Masato,魔智,,primary
643,136,codepage,1004,7,Woltar,ウォルター,,primary
