resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
645,82,codepage,1972,146,"A skill is a special ability you can use in battle.

Use attack skills for offense, defense skills for
defense, etc. There are 5 types in all.","『スキル』とは、戦闘で使用する事ができる
特殊能力です。
攻撃時に能力を発揮する『アタックスキル』
防御時に能力を発揮する『ディフェンススキル』
など、種類が存在します。",,
645,83,codepage,2118,100,"Combining certain runes through linked
equipment causes the runes to shine.

This forms a skill.","リンクしている装備品の中に、
特定の組み合わせのルーンが存在すると、
ルーンが光る事があります。
これがスキルの発生です。",,
645,84,codepage,2218,57,"When a skill is formed, its name appears on
the screen.","スキルが発生すると、
画面に発生したスキル名が表示されます。",,
645,85,codepage,2275,91,"Just forming a skill doesn't mean you can use it.
Forming a skill is like discovering it.","スキルは発生しただけでは使用できません。
スキルが発生した状態は、
使用方法を知識として得たという段階です。",,
645,86,codepage,2366,64,"Check the combination of runes needed to form
skills with <8099>R.","スキルの発生に必要なルーンの組み合わせは、
で確認できます。",,
645,87,codepage,2430,59,"If a needed rune isn't in your equipment, a ""?"" is
shown.","「？」表示は、スキルを覚えるのに必要な
ルーンが〓っていないという事を示しています。
「？」は、そのルーンを持つ装備品を誰かが
装備すると、表示されるようになります。",,
645,88,codepage,2489,61,"Winning battles with skills formed increases
acquisition %.","スキルが発生した状態で戦闘に勝利すると
スキルの習得率が上昇します。",,
645,89,codepage,2550,113,"When the acquisition % reaches 100, you acquire
the skill.

Set it with the skill screen to use it in battle.","習得率がになると、スキルを習得した
事になり、戦闘での使用が可能になります。
習得したスキルは、スキル画面でセットすると
使用できるようになります。",,
645,90,codepage,2663,5,None,なし,,duplicate
645,91,codepage,2668,11,Long Sword,ロングソード,,duplicate
645,92,codepage,2679,7,Rapier,レイピア,,duplicate
645,93,codepage,2686,9,Shamshir,シャムシール,,duplicate
645,94,codepage,2695,13,Viking Sword,ヴィーキングソード,,duplicate
645,95,codepage,2708,9,Falchion,ファルシオン,,duplicate
645,96,codepage,2717,14,Walloon Sword,ワルーンソード,,duplicate
645,97,codepage,2731,9,Karsnaut,霊剣カールスナウト,,duplicate
645,98,codepage,2740,17,Sabertooth Saber,名刀虎切り,,duplicate
645,99,codepage,2757,9,Pallasch,パラッシュ,,duplicate
645,100,codepage,2766,15,Sinclair Saber,シンクレアーサーベル,,duplicate
645,101,codepage,2781,10,Frostbane,フロストペイン,,duplicate
645,102,codepage,2791,6,Harpe,曲刀ハルペー,,duplicate
645,103,codepage,2797,15,Spider Fighter,名刀蜘蛛切り,,duplicate
645,104,codepage,2812,15,Lightning Edge,ライトニングエッジ,,duplicate
645,105,codepage,2827,13,Icicle Sword,アイシクルソード,,duplicate
645,106,codepage,2840,11,Runeslayer,ルーンスレイヤー,,duplicate
645,107,codepage,2851,15,Flare Baselard,フレアバゼラード,,duplicate
645,108,codepage,2866,13,Lotus Slicer,名刀蓮断ち,,duplicate
645,109,codepage,2879,11,Holy Sword,ホーリィソード,,duplicate
645,110,codepage,2890,11,Sun Shower,名刀五月雨,,duplicate
645,111,codepage,2901,10,Arondight,名剣アロンダイト,,duplicate
645,112,codepage,2911,17,Sword of Silvans,閃刀シルヴァンス,,duplicate
645,113,codepage,2928,5,Gram,魔剣グラム,,duplicate
645,114,codepage,2933,8,Ascalon,聖剣アスカロン,,duplicate
645,115,codepage,2941,9,Moonfalx,名剣ムーンファルクス,,duplicate
645,116,codepage,2950,15,Glance Reviver,神剣グランス・リヴァイバー,,duplicate
645,117,codepage,2965,9,Dainslef,魔剣ダインスレイヴ,,duplicate
645,118,codepage,2974,24,"Demon Sword ""Levantine""",魔剣レヴァンテイン,"Espada Demoníaca ""Levantine""",duplicate
645,119,codepage,2998,14,Helgi's Sword,恐剣ヘルギ,,duplicate
645,120,codepage,3012,13,Angel Slayer,咎人の剣“神を斬獲せし者”,,duplicate
645,121,codepage,3025,14,Bastard Sword,バスタードソード,,duplicate
645,122,codepage,3039,17,Two-Handed Sword,トゥハンデッドソード,,duplicate
645,123,codepage,3056,15,Striking Sword,ストライキングソード,,duplicate
645,124,codepage,3071,15,Elemental Edge,エレメンタルエッジ,,duplicate
645,125,codepage,3086,6,Screp,スクレップ,,duplicate
645,126,codepage,3092,9,Claymore,クレイモア,,duplicate
645,127,codepage,3101,9,Hrunting,フルンティング,,duplicate
645,128,codepage,3110,10,Flamberge,フランベルジュ,,duplicate
645,129,codepage,3120,11,Zweihander,ツヴァイハンダー,,duplicate
645,130,codepage,3131,11,Vainslayer,名剣ヴェインスレイ,,duplicate
645,131,codepage,3142,14,Dragon Slayer,ドラゴンスレイヤー,,duplicate
645,132,codepage,3156,12,Kraadicator,シルバークラッド,,duplicate
645,133,codepage,3168,12,Grand Sting,蒼剣グランスティング,,duplicate
645,134,codepage,3180,10,Arectaris,精王剣アレクタリス,,duplicate
645,135,codepage,3190,9,Durandal,帝剣デュランダル,,duplicate
645,136,codepage,3199,9,Caliburn,カリバーン,,duplicate
645,137,codepage,3208,12,Gjallarhorn,神剣ギャラルホルン,,duplicate
645,138,codepage,3220,15,Claiomh Solais,光剣クラウソナス,,duplicate
645,139,codepage,3235,14,Vampire Sword,ヴァンパイアソード,,duplicate
645,140,codepage,3249,13,Ignite Sword,イグニートソード,,duplicate
645,141,codepage,3262,24,"Demon Sword ""Nefarious""",魔剣アクターネファリウス,,duplicate
645,142,codepage,3286,8,Tyrfing,壊剣ティルフング,,duplicate
645,143,codepage,3294,8,Gungnir,神槍グングニル,,duplicate
645,144,codepage,3302,16,Saint's Halberd,聖槍セントハルバード,,duplicate
645,145,codepage,3318,17,"Spear ""Basilisk""",蛇矛バシリスク,,duplicate
645,146,codepage,3335,15,Lunar Bardiche,裂槍ルーンバルディーチェ,,duplicate
645,147,codepage,3350,23,"Great Spear ""Dinosaur""",剛槍ダイナソア,,duplicate
645,148,codepage,3373,10,Short Bow,シヨートボウ,,duplicate
645,149,codepage,3383,9,Crossbow,クロスボウ,,duplicate
645,150,codepage,3392,9,Long Bow,ロングボウ,,duplicate
645,151,codepage,3401,13,Strength Bow,ストレングスボウ,,duplicate
645,152,codepage,3414,17,Supreme Crossbow,スプリームクロスボウ,,duplicate
645,153,codepage,3431,15,Heavy Crossbow,ヘビークロスボウ,,duplicate
645,154,codepage,3446,18,Composite Longbow,コンポジットロング,,duplicate
645,155,codepage,3464,16,Greenery Slayer,グリナリースレイヤー,,duplicate
645,156,codepage,3480,9,Arbalest,アーバレスト,,duplicate
645,157,codepage,3489,18,Serstine-lock-gun,セルスタインロックガン,,duplicate
645,158,codepage,3507,12,Mage Slayer,メイジスレイヤー,,duplicate
645,159,codepage,3519,12,Doublecross,連弓ダブルクロス,,duplicate
645,160,codepage,3531,9,Elvenbow,霊弓エルヴンボウ,,duplicate
645,161,codepage,3540,14,Shiny Rupture,シャイニィラプチャー,,duplicate
645,162,codepage,3554,10,Blue Gale,瞬弓ブルーゲイル,,duplicate
645,163,codepage,3564,11,Misteltein,命弓ミステルテイン,,duplicate
645,164,codepage,3575,15,Crescent Arrow,クレセントアロー,,duplicate
645,165,codepage,3590,13,Wild Chalice,ワイルドカリス,,duplicate
645,166,codepage,3603,8,Tathlum,魔弾タスラム,,duplicate
645,167,codepage,3611,11,Soulslayer,ソウルスレイヤー,,duplicate
645,168,codepage,3622,15,Soothsayer Bow,魔弓レイザーフォーテル,,duplicate
645,169,codepage,3637,11,Sylvan Bow,神弓シルヴァンボウ,,duplicate
645,170,codepage,3648,21,Elhanan's Fingertips,エルハナンの指先,,duplicate
645,171,codepage,3669,10,Ruby Mace,ルビーメイス,,duplicate
645,172,codepage,3679,13,Crystal Wand,クリスタルワンド,,duplicate
645,173,codepage,3692,18,Mystic Cult Staff,秘密教団の杖,,duplicate
645,174,codepage,3710,13,Infinity Rod,インフィニティロッド,,duplicate
645,175,codepage,3723,13,Mithril Wand,ミスリルワンド,,duplicate
645,176,codepage,3736,11,Lotus Wand,ロータスワンド,,duplicate
645,177,codepage,3747,13,Alchemy Wand,アルケミーワンド,,duplicate
645,178,codepage,3760,11,Dragonlore,竜杖ドラゴンロア,,duplicate
645,179,codepage,3771,9,Holy Rod,ホーリィロッド,,duplicate
645,180,codepage,3780,15,Deluge Scepter,デルージュセプター,,duplicate
645,181,codepage,3795,15,Unicorn's Horn,聖杖ユニコーンズホーン,,duplicate
645,182,codepage,3810,14,Ether Scepter,エーテルセプター,,duplicate
645,183,codepage,3824,9,Caduceus,蛇杖ケーリュケイオン,,duplicate
645,184,codepage,3833,19,Wand of Apocalypse,魔杖アポカリプス,,duplicate
645,185,codepage,3852,19,Holy Wand of Telos,聖杖ミリオンテラー,,duplicate
645,186,codepage,3871,15,Bloody Knuckle,ブラッディナックル,,duplicate
645,187,codepage,3886,13,Bloody Nails,ブラッディフロウ,,duplicate
645,188,codepage,3899,12,Bloody Claw,ブラッディクロー,,duplicate
645,189,codepage,3911,14,Bloody Duster,ブラッディダスター,,duplicate
645,190,codepage,3925,14,Bloody Murder,ブラッディアッシュ,,duplicate
645,191,codepage,3939,13,Leather Mail,レザーメイル,,duplicate
645,192,codepage,3952,10,Chainmail,チェインメイル,,duplicate
645,193,codepage,3962,8,Cuirass,キュイラス,,duplicate
645,194,codepage,3970,18,Crystal Chainmail,クリスタルチェイン,,duplicate
645,195,codepage,3988,15,Silver Cuirass,シルバーキュイラス,,duplicate
645,196,codepage,4003,14,Silver Scales,シルバースケイル,,duplicate
645,197,codepage,4017,11,Duel Armor,デュエルアーマー,,duplicate
645,198,codepage,4028,12,Flame Armor,フレイムアーマー,,duplicate
645,199,codepage,4040,10,Kraadmail,クラッドメイル,,duplicate
645,200,codepage,4050,12,Silver Mail,シルバーメイル,,duplicate
645,201,codepage,4062,13,Icicle Plate,アイシクルプレート,,duplicate
645,202,codepage,4075,13,Dragon Armor,ドラゴンアーマー,,duplicate
645,203,codepage,4088,12,Valor Armor,ヴァローアーマー,,duplicate
645,204,codepage,4100,11,Full Plate,フルプレート,,duplicate
645,205,codepage,4111,14,Valiant Armor,ヴァリアントアーマー,,duplicate
645,206,codepage,4125,13,Silver Plate,シルバープレート,,duplicate
645,207,codepage,4138,14,Reflect Armor,鏡鎧リフレックス,,duplicate
645,208,codepage,4152,14,Mithril Plate,ミスリルプレート,,duplicate
645,209,codepage,4166,18,Conquerer's Armor,覇王の鎧,,duplicate
645,210,codepage,4184,15,Armor of Aleph,聖鎧アレフストレイン,,duplicate
645,211,codepage,4199,20,Infinite Admiration,煌鎧インフィネイトアドマイア,,duplicate
645,212,codepage,4219,14,Alicia's Robe,アリーシャのローブ,,duplicate
645,213,codepage,4233,6,Cloak,クローク,,duplicate
645,214,codepage,4239,13,Silver Cloak,シルバークローク,,duplicate
645,215,codepage,4252,14,Leather Cloak,レザークローク,,duplicate
645,216,codepage,4266,12,Noble Cloak,ノーブルクローク,,duplicate
645,217,codepage,4278,15,Anointed Cloak,アノイントクローク,,duplicate
645,218,codepage,4293,13,Supreme Garb,スプリームガーブ,,duplicate
645,219,codepage,4306,12,Mirage Robe,幻衣ミラージュローブ,,duplicate
645,220,codepage,4318,13,Crystal Garb,氷衣クリスタルガーブ,,duplicate
645,221,codepage,4331,14,Elfin Taffeta,エルヴンタフタ,,duplicate
645,222,codepage,4345,11,Fairy Garb,フェアリィガーブ,,duplicate
645,223,codepage,4356,11,Flame Mist,炎衣フレイムミスト,,duplicate
645,224,codepage,4367,13,Phoenix Garb,神衣フェニックスガーブ,,duplicate
645,225,codepage,4380,17,Robe of Bryttain,聖衣ブリタニアガーブ,,duplicate
645,226,codepage,4397,13,Sylphan Robe,聖衣シルフレッド,,duplicate
645,227,codepage,4410,12,Floral Garb,縫衣フローレスガーブ,,duplicate
645,228,codepage,4422,14,Eternal Shine,后衣エターナルシャイン,,duplicate
645,229,codepage,4436,7,Sallet,サレット,,duplicate
645,230,codepage,4443,14,Silver Sallet,シルバーサレット,,duplicate
645,231,codepage,4457,10,Iron Helm,アイアンヘルム,,duplicate
645,232,codepage,4467,10,Duel Helm,デュエルヘルム,,duplicate
645,233,codepage,4477,13,Crystal Helm,クリスタルヘルム,,duplicate
645,234,codepage,4490,12,Silver Helm,シルバーヘルム,,duplicate
645,235,codepage,4502,15,Golem Headwear,ゴーレムヘッド,,duplicate
645,236,codepage,4517,11,Valor Helm,ヴァローヘルム,,duplicate
645,237,codepage,4528,13,Valiant Helm,ヴァリアントヘルム,,duplicate
645,238,codepage,4541,10,Rune Helm,ルーンヘルム,,duplicate
645,239,codepage,4551,13,Mithril Helm,ミスリルヘルム,,duplicate
645,240,codepage,4564,11,Ether Helm,エーテルヘルム,,duplicate
645,241,codepage,4575,12,Metal Crown,メタルクラウン,,duplicate
645,242,codepage,4587,12,Olive Crown,オリーブクラウン,,duplicate
645,243,codepage,4599,15,Anointed Crown,アノイントクラウン,,duplicate
645,244,codepage,4614,15,Magician's Hat,マジシャンハット,,duplicate
645,245,codepage,4629,26,Tiara of the Holy Empress,聖皇后のティアラ,,duplicate
645,246,codepage,4655,16,Empress Coronet,エンプレスコロネット,,duplicate
645,247,codepage,4671,11,Rune Crown,ルーンクラウン,,duplicate
645,248,codepage,4682,14,Supreme Crown,スプリームクラウン,,duplicate
645,249,codepage,4696,14,Mithril Crown,ミスリルクラウン,,duplicate
645,250,codepage,4710,12,Ether Crown,エーテルクラウン,,duplicate
645,251,codepage,4722,9,Gauntlet,ガントレット,,duplicate
645,252,codepage,4731,14,Metal Buckler,メタルバックラー,,duplicate
645,253,codepage,4745,15,Sacred Guarder,セイクリッドガーダー,,duplicate
645,254,codepage,4760,15,Silver Buckler,シルバーバックラー,,duplicate
645,255,codepage,4775,13,Duel Guarder,デュエルガーダー,,duplicate
645,256,codepage,4788,15,Valor Gauntlet,ヴァローガントレット,,duplicate
645,257,codepage,4803,14,Holy Gauntlet,ホーリィガントレット,,duplicate
645,258,codepage,4817,17,Mithril Gauntlet,ミスリルガントレット,,duplicate
645,259,codepage,4834,13,Ether Shield,エーテルシールド,,duplicate
645,260,codepage,4847,14,Extreme Guard,エクストリームガード,,duplicate
645,261,codepage,4861,11,Star Guard,スターガード,,duplicate
645,262,codepage,4872,14,Leather Glove,レザーグローブ,,duplicate
645,263,codepage,4886,12,Magic Glove,マジックグローブ,,duplicate
645,264,codepage,4898,11,Wind Glove,ウインドグローブ,,duplicate
645,265,codepage,4909,13,Vein Greaves,ヴェイングリーブ,,duplicate
645,266,codepage,4922,16,Valiant Greaves,ヴァリアントグリーブ,,duplicate
645,267,codepage,4938,13,Rune Greaves,ルーングリーブ,,duplicate
645,268,codepage,4951,16,Mithril Greaves,ミスリルグリーブ,,duplicate
645,269,codepage,4967,14,Ether Greaves,エーテルグリーブ,,duplicate
645,270,codepage,4981,14,Metal Greaves,メタルグリーブ,,duplicate
645,271,codepage,4995,13,Duel Greaves,デュエルグリーブ,,duplicate
645,272,codepage,5008,15,Silver Greaves,シルバーグリーブ,,duplicate
645,273,codepage,5023,14,Valor Greaves,ヴァローグリーブ,,duplicate
645,274,codepage,5037,12,Suede Boots,スエードブーツ,,duplicate
645,275,codepage,5049,12,Elfin Boots,エルヴンブーツ,,duplicate
645,276,codepage,5061,10,Red Boots,レッドブーツ,,duplicate
645,277,codepage,5071,11,Guard Ring,ガードリング,,duplicate
645,278,codepage,5082,13,Protect Ring,プロテクトリング,,duplicate
645,279,codepage,5095,9,Hit Ring,ヒットリング,,duplicate
645,280,codepage,5104,11,Magic Ring,マジックリング,,duplicate
645,281,codepage,5115,11,Flame Ring,フレイムリング,,duplicate
645,282,codepage,5126,9,Ice Ring,アイスリング,,duplicate
645,283,codepage,5135,13,Thunder Ring,サンダーリング,,duplicate
645,284,codepage,5148,12,Poison Ring,ポイズンリング,,duplicate
645,285,codepage,5160,11,Light Ring,ライトリング,,duplicate
645,286,codepage,5171,10,Dark Ring,ダークリング,,duplicate
645,287,codepage,5181,12,Dragon Ring,ドラゴンリング,,duplicate
645,288,codepage,5193,11,Demon Ring,デーモンリング,,duplicate
645,289,codepage,5204,12,Mirage Ring,ミラージュリング,,duplicate
645,290,codepage,5216,11,Giant Ring,ジャイアントリング,,duplicate
645,291,codepage,5227,16,Goddess Pendant,戦乙女のペンダント,,duplicate
645,292,codepage,5243,11,tri-Emblem,トライエンブレム,,duplicate
645,293,codepage,5254,14,Flare Crystal,フレアクリスタル,,duplicate
645,294,codepage,5268,12,Ice Crystal,アイスクリスタル,,duplicate
645,295,codepage,5280,14,Earth Crystal,アースクリスタル,,duplicate
645,296,codepage,5294,16,Thunder Crystal,サンダークリスタル,,duplicate
645,297,codepage,5310,13,Holy Crystal,ホーリィクリスタル,,duplicate
645,298,codepage,5323,15,Shadow Crystal,シャドウクリスタル,,duplicate
645,299,codepage,5338,14,Prism Crystal,プリズムクリスタル,,duplicate
645,300,codepage,5352,10,Flare Gem,フレアジェム,,duplicate
645,301,codepage,5362,8,Ice Gem,アイスジェム,,duplicate
645,302,codepage,5370,12,Thunder Gem,サンダージェム,,duplicate
645,303,codepage,5382,10,Earth Gem,アースジェム,,duplicate
645,304,codepage,5392,9,Holy Gem,ホーリィジェム,,duplicate
645,305,codepage,5401,11,Shadow Gem,シャドウジェム,,duplicate
645,306,codepage,5412,10,Prism Gem,プリズムジェム,,duplicate
645,307,codepage,5422,21,Holy Water of Mithra,ミトラの聖水,,duplicate
645,308,codepage,5443,11,Red Liquid,赤の液体,,duplicate
645,309,codepage,5454,16,Tome of Anarchy,混乱の書,,duplicate
645,310,codepage,5470,16,Tome of Alchemy,錬金術の書,,duplicate
645,311,codepage,5486,18,Warrior's Arcanum,戦士の秘薬,,duplicate
645,312,codepage,5504,21,Apothecary's Arcanum,薬士の秘薬,,duplicate
645,313,codepage,5525,16,Witch's Arcanum,魔女の秘薬,,duplicate
645,314,codepage,5541,15,Sage's Arcanum,賢者の秘薬,,duplicate
645,315,codepage,5556,15,Dwarf Tincture,小人の霊薬,,duplicate
645,316,codepage,5571,15,Fairy Tincture,妖精の霊薬,,duplicate
645,317,codepage,5586,16,Spirit Tincture,精霊の霊薬,,duplicate
645,318,codepage,5602,17,Goddess Tincture,女神の霊薬,,duplicate
645,319,codepage,5619,7,Elixir,エリクサー,,duplicate
645,320,codepage,5626,13,Prime Elixir,プライムエリクサー,,duplicate
645,321,codepage,5639,13,Noble Elixir,ノーブルエリクサー,,duplicate
645,322,codepage,5652,12,Union Plume,ユニオンプラム,,duplicate
645,323,codepage,5664,11,Holy Water,聖水,,duplicate
645,324,codepage,5675,11,Holy Grail,聖杯,,duplicate
645,325,codepage,5686,14,Idun's Apples,イズンの林檎,,duplicate
645,326,codepage,5700,11,Soft Stone,やわらかな石,,duplicate
645,327,codepage,5711,13,Aspect Stone,方位石,,duplicate
645,328,codepage,5724,17,Horoscope Tablet,星読みの石版,,duplicate
645,329,codepage,5741,18,Fireproof Trinket,耐炎の護符,,duplicate
645,330,codepage,5759,17,Iceproof Trinket,防寒の護符,,duplicate
645,331,codepage,5776,19,Earthproof Trinket,砕土の護符,,duplicate
645,332,codepage,5795,23,Lightningproof Trinket,避雷の護符,,duplicate
645,333,codepage,5818,18,Foolproof Trinket,無欠の護符,,duplicate
645,334,codepage,5836,19,Fireproof Talisman,耐炎のタリスマン,,duplicate
645,335,codepage,5855,18,Iceproof Talisman,防寒のタリスマン,,duplicate
645,336,codepage,5873,20,Earthproof Talisman,砕土のタリスマン,,duplicate
645,337,codepage,5893,24,Lightningproof Talisman,避雷のタリスマン,,duplicate
645,338,codepage,5917,19,Foolproof Talisman,無欠のタリスマン,,duplicate
645,339,codepage,5936,14,Nectar Potion,リキュールポーシヨン,,duplicate
645,340,codepage,5950,13,Charge Break,チャージブレイク,,duplicate
645,341,codepage,5963,13,Might Potion,マイトポーシヨン,,duplicate
645,342,codepage,5976,13,Guard Potion,ガードポーシヨン,,duplicate
645,343,codepage,5989,13,Spell Potion,スペルポーシヨン,,duplicate
645,344,codepage,6002,10,Overdrive,オーバードライブ,,duplicate
645,345,codepage,6012,22,Tome of Teleportation,転移の書,,duplicate
645,346,codepage,6034,17,Wand of Exchange,転換の杖,,duplicate
645,347,codepage,6051,9,Rose Gem,緋炎石,,duplicate
645,348,codepage,6060,10,Azure Gem,蒼炎石,,duplicate
645,349,codepage,6070,9,Jade Gem,翠炎石,,duplicate
645,350,codepage,6079,20,Expert's Experience,識者の経験,,duplicate
645,351,codepage,6099,9,Ambrosia,アンブロシア,,duplicate
645,352,codepage,6108,21,Fencer's Familiarity,剣士の知識,,duplicate
645,353,codepage,6129,17,Sorcerer's Savvy,魔術師の知識,,duplicate
645,354,codepage,6146,18,Archer's Aptitude,弓闘士の知識,,duplicate
